time,file,replicate,Nsurv,unit_ai,M_number,Mixture_abcSorted,formulation,spiromesifen,deltamethrin,triazophos,tralomethrin,flupyradifurone,Psurv
24,16,r_f16_3,10,μg/L,M-557986-01-1,deltamethrin,12.8,0,0.351,0,0,0,1
48,16,r_f16_3,10,μg/L,M-557986-01-1,deltamethrin,12.8,0,0.351,0,0,0,1
72,16,r_f16_3,10,μg/L,M-557986-01-1,deltamethrin,12.8,0,0.351,0,0,0,1
96,16,r_f16_3,10,μg/L,M-557986-01-1,deltamethrin,12.8,0,0.351,0,0,0,1
0,17,r_f17_2,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.0582,7.16,0,0,0,6.98,1
4,17,r_f17_2,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.0582,7.16,0,0,0,6.98,1
24,17,r_f17_2,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.0582,7.16,0,0,0,6.98,1
48,17,r_f17_2,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.0582,7.16,0,0,0,6.98,1
72,17,r_f17_2,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.0582,7.16,0,0,0,6.98,1
96,17,r_f17_2,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.0582,7.16,0,0,0,6.98,1
0,17,r_f17_5,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.62,76.3,0,0,0,74.4,1
4,17,r_f17_5,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.62,76.3,0,0,0,74.4,1
24,17,r_f17_5,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.62,76.3,0,0,0,74.4,1
48,17,r_f17_5,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.62,76.3,0,0,0,74.4,1
72,17,r_f17_5,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.62,76.3,0,0,0,74.4,1
96,17,r_f17_5,0,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.62,76.3,0,0,0,74.4,0
0,17,r_f17_4,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.282,34.7,0,0,0,33.8,1
4,17,r_f17_4,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.282,34.7,0,0,0,33.8,1
24,17,r_f17_4,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.282,34.7,0,0,0,33.8,1
48,17,r_f17_4,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.282,34.7,0,0,0,33.8,1
72,17,r_f17_4,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.282,34.7,0,0,0,33.8,1
96,17,r_f17_4,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.282,34.7,0,0,0,33.8,1
0,17,r_f17_1,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0,0,0,0,0,0,1
4,17,r_f17_1,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0,0,0,0,0,0,1
24,17,r_f17_1,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0,0,0,0,0,0,1
48,17,r_f17_1,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0,0,0,0,0,0,1
72,17,r_f17_1,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0,0,0,0,0,0,1
96,17,r_f17_1,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0,0,0,0,0,0,1
0,17,r_f17_7,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,3,369,0,0,0,360,1
4,17,r_f17_7,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,3,369,0,0,0,360,1
24,17,r_f17_7,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,3,369,0,0,0,360,1
48,17,r_f17_7,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,3,369,0,0,0,360,1
72,17,r_f17_7,1,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,3,369,0,0,0,360,0.1
96,17,r_f17_7,0,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,3,369,0,0,0,360,0
0,17,r_f17_6,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,1.36,167,0,0,0,163,1
4,17,r_f17_6,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,1.36,167,0,0,0,163,1
24,17,r_f17_6,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,1.36,167,0,0,0,163,1
48,17,r_f17_6,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,1.36,167,0,0,0,163,1
72,17,r_f17_6,5,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,1.36,167,0,0,0,163,0.5
96,17,r_f17_6,0,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,1.36,167,0,0,0,163,0
0,17,r_f17_3,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.128,15.7,0,0,0,15.4,1
4,17,r_f17_3,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.128,15.7,0,0,0,15.4,1
24,17,r_f17_3,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.128,15.7,0,0,0,15.4,1
48,17,r_f17_3,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.128,15.7,0,0,0,15.4,1
72,17,r_f17_3,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.128,15.7,0,0,0,15.4,1
96,17,r_f17_3,10,μg/L,M-564949-01-1,flupyradifurone_spiromesifen,0.128,15.7,0,0,0,15.4,1
0,18,r_f18_1,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,0,0,0,0,0,0,1
2,18,r_f18_1,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,0,0,0,0,0,0,1
5,18,r_f18_1,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,0,0,0,0,0,0,1
24,18,r_f18_1,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,0,0,0,0,0,0,1
26.5,18,r_f18_1,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,0,0,0,0,0,0,1
48,18,r_f18_1,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,0,0,0,0,0,0,1
51,18,r_f18_1,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,0,0,0,0,0,0,1
72,18,r_f18_1,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,0,0,0,0,0,0,1
75,18,r_f18_1,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,0,0,0,0,0,0,1
96,18,r_f18_1,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,0,0,0,0,0,0,1
0,18,r_f18_6,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,150,0,1.389,0,0,9.525,1
2,18,r_f18_6,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,150,0,1.389,0,0,9.525,1
5,18,r_f18_6,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,150,0,1.389,0,0,9.525,1
24,18,r_f18_6,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,150,0,1.389,0,0,9.525,1
26.5,18,r_f18_6,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,150,0,1.389,0,0,9.525,1
48,18,r_f18_6,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,150,0,1.389,0,0,9.525,1
51,18,r_f18_6,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,150,0,1.389,0,0,9.525,1
72,18,r_f18_6,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,150,0,1.389,0,0,9.525,1
75,18,r_f18_6,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,150,0,1.389,0,0,9.525,1
96,18,r_f18_6,7,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,150,0,1.389,0,0,9.525,0.7
0,18,r_f18_3,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,14.1,0,0.131,0,0,0.895,1
2,18,r_f18_3,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,14.1,0,0.131,0,0,0.895,1
5,18,r_f18_3,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,14.1,0,0.131,0,0,0.895,1
24,18,r_f18_3,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,14.1,0,0.131,0,0,0.895,1
26.5,18,r_f18_3,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,14.1,0,0.131,0,0,0.895,1
48,18,r_f18_3,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,14.1,0,0.131,0,0,0.895,1
51,18,r_f18_3,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,14.1,0,0.131,0,0,0.895,1
72,18,r_f18_3,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,14.1,0,0.131,0,0,0.895,1
75,18,r_f18_3,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,14.1,0,0.131,0,0,0.895,1
96,18,r_f18_3,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,14.1,0,0.131,0,0,0.895,1
0,18,r_f18_4,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,31,0,0.287,0,0,1.969,1
2,18,r_f18_4,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,31,0,0.287,0,0,1.969,1
5,18,r_f18_4,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,31,0,0.287,0,0,1.969,1
24,18,r_f18_4,9,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,31,0,0.287,0,0,1.969,0.9
26.5,18,r_f18_4,9,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,31,0,0.287,0,0,1.969,0.9
48,18,r_f18_4,9,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,31,0,0.287,0,0,1.969,0.9
51,18,r_f18_4,9,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,31,0,0.287,0,0,1.969,0.9
72,18,r_f18_4,9,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,31,0,0.287,0,0,1.969,0.9
75,18,r_f18_4,9,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,31,0,0.287,0,0,1.969,0.9
96,18,r_f18_4,9,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,31,0,0.287,0,0,1.969,0.9
0,18,r_f18_2,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,6.4,0,0.059,0,0,0.406,1
2,18,r_f18_2,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,6.4,0,0.059,0,0,0.406,1
5,18,r_f18_2,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,6.4,0,0.059,0,0,0.406,1
24,18,r_f18_2,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,6.4,0,0.059,0,0,0.406,1
26.5,18,r_f18_2,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,6.4,0,0.059,0,0,0.406,1
48,18,r_f18_2,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,6.4,0,0.059,0,0,0.406,1
51,18,r_f18_2,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,6.4,0,0.059,0,0,0.406,1
72,18,r_f18_2,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,6.4,0,0.059,0,0,0.406,1
75,18,r_f18_2,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,6.4,0,0.059,0,0,0.406,1
96,18,r_f18_2,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,6.4,0,0.059,0,0,0.406,1
0,18,r_f18_5,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,68.2,0,0.632,0,0,4.331,1
2,18,r_f18_5,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,68.2,0,0.632,0,0,4.331,1
5,18,r_f18_5,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,68.2,0,0.632,0,0,4.331,1
24,18,r_f18_5,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,68.2,0,0.632,0,0,4.331,1
26.5,18,r_f18_5,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,68.2,0,0.632,0,0,4.331,1
48,18,r_f18_5,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,68.2,0,0.632,0,0,4.331,1
51,18,r_f18_5,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,68.2,0,0.632,0,0,4.331,1
72,18,r_f18_5,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,68.2,0,0.632,0,0,4.331,1
75,18,r_f18_5,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,68.2,0,0.632,0,0,4.331,1
96,18,r_f18_5,10,μg/L,M-679497-01-1,deltamethrin_flupyradifurone,68.2,0,0.632,0,0,4.331,1
