time,file,replicate,Nsurv,unit_ai,M_number,Mixture_abcSorted,flufenacet,formulation,diflufenican,metribuzin,flurtamone,aclonifen,Psurv
0,1,r_f1_3,10,μg/L,M-002254-01-1,flufenacet,332,560,0,0,0,0,1
4,1,r_f1_3,10,μg/L,M-002254-01-1,flufenacet,332,560,0,0,0,0,1
24,1,r_f1_3,10,μg/L,M-002254-01-1,flufenacet,332,560,0,0,0,0,1
48,1,r_f1_3,10,μg/L,M-002254-01-1,flufenacet,332,560,0,0,0,0,1
72,1,r_f1_3,10,μg/L,M-002254-01-1,flufenacet,332,560,0,0,0,0,1
96,1,r_f1_3,10,μg/L,M-002254-01-1,flufenacet,332,560,0,0,0,0,1
0,1,r_f1_6,10,μg/L,M-002254-01-1,flufenacet,3550,6000,0,0,0,0,1
4,1,r_f1_6,10,μg/L,M-002254-01-1,flufenacet,3550,6000,0,0,0,0,1
24,1,r_f1_6,10,μg/L,M-002254-01-1,flufenacet,3550,6000,0,0,0,0,1
48,1,r_f1_6,10,μg/L,M-002254-01-1,flufenacet,3550,6000,0,0,0,0,1
72,1,r_f1_6,10,μg/L,M-002254-01-1,flufenacet,3550,6000,0,0,0,0,1
96,1,r_f1_6,9,μg/L,M-002254-01-1,flufenacet,3550,6000,0,0,0,0,0.9
0,1,r_f1_5,10,μg/L,M-002254-01-1,flufenacet,1620,2730,0,0,0,0,1
4,1,r_f1_5,10,μg/L,M-002254-01-1,flufenacet,1620,2730,0,0,0,0,1
24,1,r_f1_5,10,μg/L,M-002254-01-1,flufenacet,1620,2730,0,0,0,0,1
48,1,r_f1_5,10,μg/L,M-002254-01-1,flufenacet,1620,2730,0,0,0,0,1
72,1,r_f1_5,10,μg/L,M-002254-01-1,flufenacet,1620,2730,0,0,0,0,1
96,1,r_f1_5,10,μg/L,M-002254-01-1,flufenacet,1620,2730,0,0,0,0,1
0,1,r_f1_1,10,μg/L,M-002254-01-1,flufenacet,0,0,0,0,0,0,1
4,1,r_f1_1,10,μg/L,M-002254-01-1,flufenacet,0,0,0,0,0,0,1
24,1,r_f1_1,10,μg/L,M-002254-01-1,flufenacet,0,0,0,0,0,0,1
48,1,r_f1_1,10,μg/L,M-002254-01-1,flufenacet,0,0,0,0,0,0,1
72,1,r_f1_1,10,μg/L,M-002254-01-1,flufenacet,0,0,0,0,0,0,1
96,1,r_f1_1,10,μg/L,M-002254-01-1,flufenacet,0,0,0,0,0,0,1
0,1,r_f1_7,10,μg/L,M-002254-01-1,flufenacet,7810,13200,0,0,0,0,1
4,1,r_f1_7,10,μg/L,M-002254-01-1,flufenacet,7810,13200,0,0,0,0,1
24,1,r_f1_7,9,μg/L,M-002254-01-1,flufenacet,7810,13200,0,0,0,0,0.9
48,1,r_f1_7,7,μg/L,M-002254-01-1,flufenacet,7810,13200,0,0,0,0,0.7
72,1,r_f1_7,4,μg/L,M-002254-01-1,flufenacet,7810,13200,0,0,0,0,0.4
96,1,r_f1_7,0,μg/L,M-002254-01-1,flufenacet,7810,13200,0,0,0,0,0
0,1,r_f1_2,10,μg/L,M-002254-01-1,flufenacet,154,260,0,0,0,0,1
4,1,r_f1_2,10,μg/L,M-002254-01-1,flufenacet,154,260,0,0,0,0,1
24,1,r_f1_2,10,μg/L,M-002254-01-1,flufenacet,154,260,0,0,0,0,1
48,1,r_f1_2,10,μg/L,M-002254-01-1,flufenacet,154,260,0,0,0,0,1
72,1,r_f1_2,10,μg/L,M-002254-01-1,flufenacet,154,260,0,0,0,0,1
96,1,r_f1_2,10,μg/L,M-002254-01-1,flufenacet,154,260,0,0,0,0,1
0,1,r_f1_4,10,μg/L,M-002254-01-1,flufenacet,734,1240,0,0,0,0,1
4,1,r_f1_4,10,μg/L,M-002254-01-1,flufenacet,734,1240,0,0,0,0,1
24,1,r_f1_4,10,μg/L,M-002254-01-1,flufenacet,734,1240,0,0,0,0,1
48,1,r_f1_4,10,μg/L,M-002254-01-1,flufenacet,734,1240,0,0,0,0,1
72,1,r_f1_4,10,μg/L,M-002254-01-1,flufenacet,734,1240,0,0,0,0,1
96,1,r_f1_4,10,μg/L,M-002254-01-1,flufenacet,734,1240,0,0,0,0,1
0,2,r_f2_2,10,μg/L,M-002283-01-1,diflufenican_flufenacet,495,1250,235,0,0,0,1
4,2,r_f2_2,10,μg/L,M-002283-01-1,diflufenican_flufenacet,495,1250,235,0,0,0,1
24,2,r_f2_2,10,μg/L,M-002283-01-1,diflufenican_flufenacet,495,1250,235,0,0,0,1
48,2,r_f2_2,10,μg/L,M-002283-01-1,diflufenican_flufenacet,495,1250,235,0,0,0,1
72,2,r_f2_2,10,μg/L,M-002283-01-1,diflufenican_flufenacet,495,1250,235,0,0,0,1
96,2,r_f2_2,10,μg/L,M-002283-01-1,diflufenican_flufenacet,495,1250,235,0,0,0,1
0,2,r_f2_4,10,μg/L,M-002283-01-1,diflufenican_flufenacet,1980,5000,940,0,0,0,1
4,2,r_f2_4,10,μg/L,M-002283-01-1,diflufenican_flufenacet,1980,5000,940,0,0,0,1
24,2,r_f2_4,10,μg/L,M-002283-01-1,diflufenican_flufenacet,1980,5000,940,0,0,0,1
48,2,r_f2_4,10,μg/L,M-002283-01-1,diflufenican_flufenacet,1980,5000,940,0,0,0,1
72,2,r_f2_4,10,μg/L,M-002283-01-1,diflufenican_flufenacet,1980,5000,940,0,0,0,1
96,2,r_f2_4,10,μg/L,M-002283-01-1,diflufenican_flufenacet,1980,5000,940,0,0,0,1
0,2,r_f2_7,10,μg/L,M-002283-01-1,diflufenican_flufenacet,15840,40000,7520,0,0,0,1
4,2,r_f2_7,10,μg/L,M-002283-01-1,diflufenican_flufenacet,15840,40000,7520,0,0,0,1
24,2,r_f2_7,2,μg/L,M-002283-01-1,diflufenican_flufenacet,15840,40000,7520,0,0,0,0.2
48,2,r_f2_7,0,μg/L,M-002283-01-1,diflufenican_flufenacet,15840,40000,7520,0,0,0,0
72,2,r_f2_7,0,μg/L,M-002283-01-1,diflufenican_flufenacet,15840,40000,7520,0,0,0,0
96,2,r_f2_7,0,μg/L,M-002283-01-1,diflufenican_flufenacet,15840,40000,7520,0,0,0,0
0,2,r_f2_5,10,μg/L,M-002283-01-1,diflufenican_flufenacet,3960,10000,1880,0,0,0,1
4,2,r_f2_5,10,μg/L,M-002283-01-1,diflufenican_flufenacet,3960,10000,1880,0,0,0,1
24,2,r_f2_5,7,μg/L,M-002283-01-1,diflufenican_flufenacet,3960,10000,1880,0,0,0,0.7
48,2,r_f2_5,7,μg/L,M-002283-01-1,diflufenican_flufenacet,3960,10000,1880,0,0,0,0.7
72,2,r_f2_5,7,μg/L,M-002283-01-1,diflufenican_flufenacet,3960,10000,1880,0,0,0,0.7
96,2,r_f2_5,7,μg/L,M-002283-01-1,diflufenican_flufenacet,3960,10000,1880,0,0,0,0.7
0,2,r_f2_1,10,μg/L,M-002283-01-1,diflufenican_flufenacet,0,0,0,0,0,0,1
4,2,r_f2_1,10,μg/L,M-002283-01-1,diflufenican_flufenacet,0,0,0,0,0,0,1
24,2,r_f2_1,10,μg/L,M-002283-01-1,diflufenican_flufenacet,0,0,0,0,0,0,1
48,2,r_f2_1,10,μg/L,M-002283-01-1,diflufenican_flufenacet,0,0,0,0,0,0,1
72,2,r_f2_1,10,μg/L,M-002283-01-1,diflufenican_flufenacet,0,0,0,0,0,0,1
96,2,r_f2_1,10,μg/L,M-002283-01-1,diflufenican_flufenacet,0,0,0,0,0,0,1
0,2,r_f2_6,10,μg/L,M-002283-01-1,diflufenican_flufenacet,7920,20000,3760,0,0,0,1
4,2,r_f2_6,10,μg/L,M-002283-01-1,diflufenican_flufenacet,7920,20000,3760,0,0,0,1
24,2,r_f2_6,10,μg/L,M-002283-01-1,diflufenican_flufenacet,7920,20000,3760,0,0,0,1
48,2,r_f2_6,6,μg/L,M-002283-01-1,diflufenican_flufenacet,7920,20000,3760,0,0,0,0.6
72,2,r_f2_6,2,μg/L,M-002283-01-1,diflufenican_flufenacet,7920,20000,3760,0,0,0,0.2
96,2,r_f2_6,1,μg/L,M-002283-01-1,diflufenican_flufenacet,7920,20000,3760,0,0,0,0.1
0,2,r_f2_3,10,μg/L,M-002283-01-1,diflufenican_flufenacet,990,2500,470,0,0,0,1
4,2,r_f2_3,10,μg/L,M-002283-01-1,diflufenican_flufenacet,990,2500,470,0,0,0,1
24,2,r_f2_3,10,μg/L,M-002283-01-1,diflufenican_flufenacet,990,2500,470,0,0,0,1
48,2,r_f2_3,10,μg/L,M-002283-01-1,diflufenican_flufenacet,990,2500,470,0,0,0,1
72,2,r_f2_3,10,μg/L,M-002283-01-1,diflufenican_flufenacet,990,2500,470,0,0,0,1
96,2,r_f2_3,10,μg/L,M-002283-01-1,diflufenican_flufenacet,990,2500,470,0,0,0,1
0,3,r_f3_3,20,μg/L,M-002379-01-1,flufenacet,440,440,0,0,0,0,1
24,3,r_f3_3,20,μg/L,M-002379-01-1,flufenacet,440,440,0,0,0,0,1
48,3,r_f3_3,20,μg/L,M-002379-01-1,flufenacet,440,440,0,0,0,0,1
72,3,r_f3_3,20,μg/L,M-002379-01-1,flufenacet,440,440,0,0,0,0,1
96,3,r_f3_3,20,μg/L,M-002379-01-1,flufenacet,440,440,0,0,0,0,1
0,3,r_f3_1,20,μg/L,M-002379-01-1,flufenacet,0,0,0,0,0,0,1
24,3,r_f3_1,20,μg/L,M-002379-01-1,flufenacet,0,0,0,0,0,0,1
48,3,r_f3_1,20,μg/L,M-002379-01-1,flufenacet,0,0,0,0,0,0,1
72,3,r_f3_1,20,μg/L,M-002379-01-1,flufenacet,0,0,0,0,0,0,1
96,3,r_f3_1,20,μg/L,M-002379-01-1,flufenacet,0,0,0,0,0,0,1
0,3,r_f3_2,20,μg/L,M-002379-01-1,flufenacet,0,0,0,0,0,0,1
24,3,r_f3_2,20,μg/L,M-002379-01-1,flufenacet,0,0,0,0,0,0,1
48,3,r_f3_2,20,μg/L,M-002379-01-1,flufenacet,0,0,0,0,0,0,1
72,3,r_f3_2,20,μg/L,M-002379-01-1,flufenacet,0,0,0,0,0,0,1
96,3,r_f3_2,20,μg/L,M-002379-01-1,flufenacet,0,0,0,0,0,0,1
0,3,r_f3_7,20,μg/L,M-002379-01-1,flufenacet,7000,7000,0,0,0,0,1
24,3,r_f3_7,15,μg/L,M-002379-01-1,flufenacet,7000,7000,0,0,0,0,0.75
48,3,r_f3_7,10,μg/L,M-002379-01-1,flufenacet,7000,7000,0,0,0,0,0.5
72,3,r_f3_7,9,μg/L,M-002379-01-1,flufenacet,7000,7000,0,0,0,0,0.45
96,3,r_f3_7,5,μg/L,M-002379-01-1,flufenacet,7000,7000,0,0,0,0,0.25
0,3,r_f3_5,20,μg/L,M-002379-01-1,flufenacet,1750,1750,0,0,0,0,1
24,3,r_f3_5,20,μg/L,M-002379-01-1,flufenacet,1750,1750,0,0,0,0,1
48,3,r_f3_5,20,μg/L,M-002379-01-1,flufenacet,1750,1750,0,0,0,0,1
72,3,r_f3_5,20,μg/L,M-002379-01-1,flufenacet,1750,1750,0,0,0,0,1
96,3,r_f3_5,20,μg/L,M-002379-01-1,flufenacet,1750,1750,0,0,0,0,1
0,3,r_f3_4,20,μg/L,M-002379-01-1,flufenacet,880,880,0,0,0,0,1
24,3,r_f3_4,20,μg/L,M-002379-01-1,flufenacet,880,880,0,0,0,0,1
48,3,r_f3_4,20,μg/L,M-002379-01-1,flufenacet,880,880,0,0,0,0,1
72,3,r_f3_4,20,μg/L,M-002379-01-1,flufenacet,880,880,0,0,0,0,1
96,3,r_f3_4,20,μg/L,M-002379-01-1,flufenacet,880,880,0,0,0,0,1
0,3,r_f3_6,20,μg/L,M-002379-01-1,flufenacet,3500,3500,0,0,0,0,1
24,3,r_f3_6,20,μg/L,M-002379-01-1,flufenacet,3500,3500,0,0,0,0,1
48,3,r_f3_6,20,μg/L,M-002379-01-1,flufenacet,3500,3500,0,0,0,0,1
72,3,r_f3_6,20,μg/L,M-002379-01-1,flufenacet,3500,3500,0,0,0,0,1
96,3,r_f3_6,20,μg/L,M-002379-01-1,flufenacet,3500,3500,0,0,0,0,1
0,4,r_f4_7,20,μg/L,M-002406-01-1,flufenacet,9740,10000,0,0,0,0,1
24,4,r_f4_7,20,μg/L,M-002406-01-1,flufenacet,9740,10000,0,0,0,0,1
48,4,r_f4_7,19,μg/L,M-002406-01-1,flufenacet,9740,10000,0,0,0,0,0.95
72,4,r_f4_7,13,μg/L,M-002406-01-1,flufenacet,9740,10000,0,0,0,0,0.65
96,4,r_f4_7,1,μg/L,M-002406-01-1,flufenacet,9740,10000,0,0,0,0,0.05
0,4,r_f4_3,20,μg/L,M-002406-01-1,flufenacet,633.1,650,0,0,0,0,1
24,4,r_f4_3,20,μg/L,M-002406-01-1,flufenacet,633.1,650,0,0,0,0,1
48,4,r_f4_3,20,μg/L,M-002406-01-1,flufenacet,633.1,650,0,0,0,0,1
72,4,r_f4_3,20,μg/L,M-002406-01-1,flufenacet,633.1,650,0,0,0,0,1
96,4,r_f4_3,19,μg/L,M-002406-01-1,flufenacet,633.1,650,0,0,0,0,0.95
0,4,r_f4_2,20,μg/L,M-002406-01-1,flufenacet,0,0,0,0,0,0,1
24,4,r_f4_2,20,μg/L,M-002406-01-1,flufenacet,0,0,0,0,0,0,1
48,4,r_f4_2,20,μg/L,M-002406-01-1,flufenacet,0,0,0,0,0,0,1
72,4,r_f4_2,20,μg/L,M-002406-01-1,flufenacet,0,0,0,0,0,0,1
96,4,r_f4_2,20,μg/L,M-002406-01-1,flufenacet,0,0,0,0,0,0,1
0,4,r_f4_4,20,μg/L,M-002406-01-1,flufenacet,1266.2,1300,0,0,0,0,1
24,4,r_f4_4,20,μg/L,M-002406-01-1,flufenacet,1266.2,1300,0,0,0,0,1
48,4,r_f4_4,20,μg/L,M-002406-01-1,flufenacet,1266.2,1300,0,0,0,0,1
72,4,r_f4_4,20,μg/L,M-002406-01-1,flufenacet,1266.2,1300,0,0,0,0,1
96,4,r_f4_4,19,μg/L,M-002406-01-1,flufenacet,1266.2,1300,0,0,0,0,0.95
0,4,r_f4_6,20,μg/L,M-002406-01-1,flufenacet,4870,5000,0,0,0,0,1
24,4,r_f4_6,20,μg/L,M-002406-01-1,flufenacet,4870,5000,0,0,0,0,1
48,4,r_f4_6,20,μg/L,M-002406-01-1,flufenacet,4870,5000,0,0,0,0,1
72,4,r_f4_6,17,μg/L,M-002406-01-1,flufenacet,4870,5000,0,0,0,0,0.85
96,4,r_f4_6,15,μg/L,M-002406-01-1,flufenacet,4870,5000,0,0,0,0,0.75
0,4,r_f4_1,20,μg/L,M-002406-01-1,flufenacet,0,0,0,0,0,0,1
24,4,r_f4_1,20,μg/L,M-002406-01-1,flufenacet,0,0,0,0,0,0,1
48,4,r_f4_1,20,μg/L,M-002406-01-1,flufenacet,0,0,0,0,0,0,1
72,4,r_f4_1,20,μg/L,M-002406-01-1,flufenacet,0,0,0,0,0,0,1
96,4,r_f4_1,20,μg/L,M-002406-01-1,flufenacet,0,0,0,0,0,0,1
0,4,r_f4_5,20,μg/L,M-002406-01-1,flufenacet,2435,2500,0,0,0,0,1
24,4,r_f4_5,20,μg/L,M-002406-01-1,flufenacet,2435,2500,0,0,0,0,1
48,4,r_f4_5,18,μg/L,M-002406-01-1,flufenacet,2435,2500,0,0,0,0,0.9
72,4,r_f4_5,17,μg/L,M-002406-01-1,flufenacet,2435,2500,0,0,0,0,0.85
96,4,r_f4_5,17,μg/L,M-002406-01-1,flufenacet,2435,2500,0,0,0,0,0.85
0,5,r_f5_1,10,μg/L,M-012936-01-2,metribuzin,0,0,0,0,0,0,1
24,5,r_f5_1,10,μg/L,M-012936-01-2,metribuzin,0,0,0,0,0,0,1
48,5,r_f5_1,10,μg/L,M-012936-01-2,metribuzin,0,0,0,0,0,0,1
72,5,r_f5_1,10,μg/L,M-012936-01-2,metribuzin,0,0,0,0,0,0,1
96,5,r_f5_1,10,μg/L,M-012936-01-2,metribuzin,0,0,0,0,0,0,1
0,5,r_f5_4,10,μg/L,M-012936-01-2,metribuzin,0,91000,0,63063,0,0,1
24,5,r_f5_4,10,μg/L,M-012936-01-2,metribuzin,0,91000,0,63063,0,0,1
48,5,r_f5_4,8,μg/L,M-012936-01-2,metribuzin,0,91000,0,63063,0,0,0.8
72,5,r_f5_4,2,μg/L,M-012936-01-2,metribuzin,0,91000,0,63063,0,0,0.2
96,5,r_f5_4,0,μg/L,M-012936-01-2,metribuzin,0,91000,0,63063,0,0,0
0,5,r_f5_5,10,μg/L,M-012936-01-2,metribuzin,0,163000,0,112959,0,0,1
24,5,r_f5_5,0,μg/L,M-012936-01-2,metribuzin,0,163000,0,112959,0,0,0
48,5,r_f5_5,0,μg/L,M-012936-01-2,metribuzin,0,163000,0,112959,0,0,0
72,5,r_f5_5,0,μg/L,M-012936-01-2,metribuzin,0,163000,0,112959,0,0,0
96,5,r_f5_5,0,μg/L,M-012936-01-2,metribuzin,0,163000,0,112959,0,0,0
0,5,r_f5_3,10,μg/L,M-012936-01-2,metribuzin,0,50000,0,34650,0,0,1
24,5,r_f5_3,10,μg/L,M-012936-01-2,metribuzin,0,50000,0,34650,0,0,1
48,5,r_f5_3,10,μg/L,M-012936-01-2,metribuzin,0,50000,0,34650,0,0,1
72,5,r_f5_3,9,μg/L,M-012936-01-2,metribuzin,0,50000,0,34650,0,0,0.9
96,5,r_f5_3,9,μg/L,M-012936-01-2,metribuzin,0,50000,0,34650,0,0,0.9
0,5,r_f5_2,10,μg/L,M-012936-01-2,metribuzin,0,28000,0,19404,0,0,1
24,5,r_f5_2,10,μg/L,M-012936-01-2,metribuzin,0,28000,0,19404,0,0,1
48,5,r_f5_2,10,μg/L,M-012936-01-2,metribuzin,0,28000,0,19404,0,0,1
72,5,r_f5_2,10,μg/L,M-012936-01-2,metribuzin,0,28000,0,19404,0,0,1
96,5,r_f5_2,10,μg/L,M-012936-01-2,metribuzin,0,28000,0,19404,0,0,1
0,6,r_f6_5,10,μg/L,M-014012-01-2,metribuzin,0,100000,0,93200,0,0,1
24,6,r_f6_5,8,μg/L,M-014012-01-2,metribuzin,0,100000,0,93200,0,0,0.8
48,6,r_f6_5,0,μg/L,M-014012-01-2,metribuzin,0,100000,0,93200,0,0,0
72,6,r_f6_5,0,μg/L,M-014012-01-2,metribuzin,0,100000,0,93200,0,0,0
96,6,r_f6_5,0,μg/L,M-014012-01-2,metribuzin,0,100000,0,93200,0,0,0
0,6,r_f6_3,10,μg/L,M-014012-01-2,metribuzin,0,57000,0,53124,0,0,1
24,6,r_f6_3,9,μg/L,M-014012-01-2,metribuzin,0,57000,0,53124,0,0,0.9
48,6,r_f6_3,7,μg/L,M-014012-01-2,metribuzin,0,57000,0,53124,0,0,0.7
72,6,r_f6_3,7,μg/L,M-014012-01-2,metribuzin,0,57000,0,53124,0,0,0.7
96,6,r_f6_3,7,μg/L,M-014012-01-2,metribuzin,0,57000,0,53124,0,0,0.7
0,6,r_f6_4,10,μg/L,M-014012-01-2,metribuzin,0,75000,0,69900,0,0,1
24,6,r_f6_4,9,μg/L,M-014012-01-2,metribuzin,0,75000,0,69900,0,0,0.9
48,6,r_f6_4,3,μg/L,M-014012-01-2,metribuzin,0,75000,0,69900,0,0,0.3
72,6,r_f6_4,2,μg/L,M-014012-01-2,metribuzin,0,75000,0,69900,0,0,0.2
96,6,r_f6_4,2,μg/L,M-014012-01-2,metribuzin,0,75000,0,69900,0,0,0.2
0,6,r_f6_2,10,μg/L,M-014012-01-2,metribuzin,0,43000,0,40076,0,0,1
24,6,r_f6_2,10,μg/L,M-014012-01-2,metribuzin,0,43000,0,40076,0,0,1
48,6,r_f6_2,10,μg/L,M-014012-01-2,metribuzin,0,43000,0,40076,0,0,1
72,6,r_f6_2,10,μg/L,M-014012-01-2,metribuzin,0,43000,0,40076,0,0,1
96,6,r_f6_2,10,μg/L,M-014012-01-2,metribuzin,0,43000,0,40076,0,0,1
0,6,r_f6_1,20,μg/L,M-014012-01-2,metribuzin,0,0,0,0,0,0,1
24,6,r_f6_1,20,μg/L,M-014012-01-2,metribuzin,0,0,0,0,0,0,1
48,6,r_f6_1,20,μg/L,M-014012-01-2,metribuzin,0,0,0,0,0,0,1
72,6,r_f6_1,20,μg/L,M-014012-01-2,metribuzin,0,0,0,0,0,0,1
96,6,r_f6_1,20,μg/L,M-014012-01-2,metribuzin,0,0,0,0,0,0,1
0,7,r_f7_7,20,μg/L,M-160659-01-1,flurtamone,0,18000,0,0,18000,0,1
3,7,r_f7_7,20,μg/L,M-160659-01-1,flurtamone,0,18000,0,0,18000,0,1
6,7,r_f7_7,20,μg/L,M-160659-01-1,flurtamone,0,18000,0,0,18000,0,1
24,7,r_f7_7,14,μg/L,M-160659-01-1,flurtamone,0,18000,0,0,18000,0,0.7
48,7,r_f7_7,5,μg/L,M-160659-01-1,flurtamone,0,18000,0,0,18000,0,0.25
72,7,r_f7_7,5,μg/L,M-160659-01-1,flurtamone,0,18000,0,0,18000,0,0.25
96,7,r_f7_7,5,μg/L,M-160659-01-1,flurtamone,0,18000,0,0,18000,0,0.25
0,7,r_f7_5,20,μg/L,M-160659-01-1,flurtamone,0,5600,0,0,5600,0,1
3,7,r_f7_5,20,μg/L,M-160659-01-1,flurtamone,0,5600,0,0,5600,0,1
6,7,r_f7_5,20,μg/L,M-160659-01-1,flurtamone,0,5600,0,0,5600,0,1
24,7,r_f7_5,20,μg/L,M-160659-01-1,flurtamone,0,5600,0,0,5600,0,1
48,7,r_f7_5,20,μg/L,M-160659-01-1,flurtamone,0,5600,0,0,5600,0,1
72,7,r_f7_5,20,μg/L,M-160659-01-1,flurtamone,0,5600,0,0,5600,0,1
96,7,r_f7_5,20,μg/L,M-160659-01-1,flurtamone,0,5600,0,0,5600,0,1
0,7,r_f7_6,20,μg/L,M-160659-01-1,flurtamone,0,10000,0,0,10000,0,1
3,7,r_f7_6,20,μg/L,M-160659-01-1,flurtamone,0,10000,0,0,10000,0,1
6,7,r_f7_6,20,μg/L,M-160659-01-1,flurtamone,0,10000,0,0,10000,0,1
24,7,r_f7_6,18,μg/L,M-160659-01-1,flurtamone,0,10000,0,0,10000,0,0.9
48,7,r_f7_6,3,μg/L,M-160659-01-1,flurtamone,0,10000,0,0,10000,0,0.15
72,7,r_f7_6,3,μg/L,M-160659-01-1,flurtamone,0,10000,0,0,10000,0,0.15
96,7,r_f7_6,3,μg/L,M-160659-01-1,flurtamone,0,10000,0,0,10000,0,0.15
0,7,r_f7_3,20,μg/L,M-160659-01-1,flurtamone,0,1800,0,0,1800,0,1
3,7,r_f7_3,20,μg/L,M-160659-01-1,flurtamone,0,1800,0,0,1800,0,1
6,7,r_f7_3,20,μg/L,M-160659-01-1,flurtamone,0,1800,0,0,1800,0,1
24,7,r_f7_3,20,μg/L,M-160659-01-1,flurtamone,0,1800,0,0,1800,0,1
48,7,r_f7_3,20,μg/L,M-160659-01-1,flurtamone,0,1800,0,0,1800,0,1
72,7,r_f7_3,20,μg/L,M-160659-01-1,flurtamone,0,1800,0,0,1800,0,1
96,7,r_f7_3,20,μg/L,M-160659-01-1,flurtamone,0,1800,0,0,1800,0,1
0,7,r_f7_2,20,μg/L,M-160659-01-1,flurtamone,0,0,0,0,0,0,1
3,7,r_f7_2,20,μg/L,M-160659-01-1,flurtamone,0,0,0,0,0,0,1
6,7,r_f7_2,20,μg/L,M-160659-01-1,flurtamone,0,0,0,0,0,0,1
24,7,r_f7_2,20,μg/L,M-160659-01-1,flurtamone,0,0,0,0,0,0,1
48,7,r_f7_2,20,μg/L,M-160659-01-1,flurtamone,0,0,0,0,0,0,1
72,7,r_f7_2,20,μg/L,M-160659-01-1,flurtamone,0,0,0,0,0,0,1
96,7,r_f7_2,20,μg/L,M-160659-01-1,flurtamone,0,0,0,0,0,0,1
0,7,r_f7_4,20,μg/L,M-160659-01-1,flurtamone,0,3200,0,0,3200,0,1
3,7,r_f7_4,20,μg/L,M-160659-01-1,flurtamone,0,3200,0,0,3200,0,1
6,7,r_f7_4,20,μg/L,M-160659-01-1,flurtamone,0,3200,0,0,3200,0,1
24,7,r_f7_4,20,μg/L,M-160659-01-1,flurtamone,0,3200,0,0,3200,0,1
48,7,r_f7_4,20,μg/L,M-160659-01-1,flurtamone,0,3200,0,0,3200,0,1
72,7,r_f7_4,20,μg/L,M-160659-01-1,flurtamone,0,3200,0,0,3200,0,1
96,7,r_f7_4,20,μg/L,M-160659-01-1,flurtamone,0,3200,0,0,3200,0,1
0,7,r_f7_1,20,μg/L,M-160659-01-1,flurtamone,0,0,0,0,0,0,1
3,7,r_f7_1,20,μg/L,M-160659-01-1,flurtamone,0,0,0,0,0,0,1
6,7,r_f7_1,20,μg/L,M-160659-01-1,flurtamone,0,0,0,0,0,0,1
24,7,r_f7_1,20,μg/L,M-160659-01-1,flurtamone,0,0,0,0,0,0,1
48,7,r_f7_1,20,μg/L,M-160659-01-1,flurtamone,0,0,0,0,0,0,1
72,7,r_f7_1,20,μg/L,M-160659-01-1,flurtamone,0,0,0,0,0,0,1
96,7,r_f7_1,20,μg/L,M-160659-01-1,flurtamone,0,0,0,0,0,0,1
0,8,r_f8_1,7,μg/L,M-162207-01-1,aclonifen_flurtamone,0,0,0,0,0,0,1
2,8,r_f8_1,7,μg/L,M-162207-01-1,aclonifen_flurtamone,0,0,0,0,0,0,1
4,8,r_f8_1,7,μg/L,M-162207-01-1,aclonifen_flurtamone,0,0,0,0,0,0,1
24,8,r_f8_1,7,μg/L,M-162207-01-1,aclonifen_flurtamone,0,0,0,0,0,0,1
48,8,r_f8_1,7,μg/L,M-162207-01-1,aclonifen_flurtamone,0,0,0,0,0,0,1
72,8,r_f8_1,7,μg/L,M-162207-01-1,aclonifen_flurtamone,0,0,0,0,0,0,1
96,8,r_f8_1,7,μg/L,M-162207-01-1,aclonifen_flurtamone,0,0,0,0,0,0,1
0,8,r_f8_5,7,μg/L,M-162207-01-1,aclonifen_flurtamone,0,1600,0,0,131,486,1
2,8,r_f8_5,7,μg/L,M-162207-01-1,aclonifen_flurtamone,0,1600,0,0,131,486,1
4,8,r_f8_5,7,μg/L,M-162207-01-1,aclonifen_flurtamone,0,1600,0,0,131,486,1
24,8,r_f8_5,7,μg/L,M-162207-01-1,aclonifen_flurtamone,0,1600,0,0,131,486,1
48,8,r_f8_5,6,μg/L,M-162207-01-1,aclonifen_flurtamone,0,1600,0,0,131,486,0.8571428571428571
72,8,r_f8_5,6,μg/L,M-162207-01-1,aclonifen_flurtamone,0,1600,0,0,131,486,0.8571428571428571
96,8,r_f8_5,4,μg/L,M-162207-01-1,aclonifen_flurtamone,0,1600,0,0,131,486,0.5714285714285714
0,8,r_f8_4,7,μg/L,M-162207-01-1,aclonifen_flurtamone,0,540,0,0,44,164,1
2,8,r_f8_4,7,μg/L,M-162207-01-1,aclonifen_flurtamone,0,540,0,0,44,164,1
4,8,r_f8_4,7,μg/L,M-162207-01-1,aclonifen_flurtamone,0,540,0,0,44,164,1
24,8,r_f8_4,7,μg/L,M-162207-01-1,aclonifen_flurtamone,0,540,0,0,44,164,1
48,8,r_f8_4,7,μg/L,M-162207-01-1,aclonifen_flurtamone,0,540,0,0,44,164,1
72,8,r_f8_4,7,μg/L,M-162207-01-1,aclonifen_flurtamone,0,540,0,0,44,164,1
96,8,r_f8_4,7,μg/L,M-162207-01-1,aclonifen_flurtamone,0,540,0,0,44,164,1
0,8,r_f8_6,7,μg/L,M-162207-01-1,aclonifen_flurtamone,0,4900,0,0,402,1490,1
2,8,r_f8_6,7,μg/L,M-162207-01-1,aclonifen_flurtamone,0,4900,0,0,402,1490,1
4,8,r_f8_6,7,μg/L,M-162207-01-1,aclonifen_flurtamone,0,4900,0,0,402,1490,1
