time,file,replicate,Nsurv,unit_ai,M_number,Mixture_abcSorted,flufenacet,formulation,diflufenican,metribuzin,flurtamone,aclonifen,Psurv
0,18,r_f18_1,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,0,0,0,0,0,0,1
4,18,r_f18_1,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,0,0,0,0,0,0,1
24,18,r_f18_1,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,0,0,0,0,0,0,1
48,18,r_f18_1,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,0,0,0,0,0,0,1
75,18,r_f18_1,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,0,0,0,0,0,0,1
96,18,r_f18_1,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,0,0,0,0,0,0,1
0,18,r_f18_7,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,731,10000,257,0,0,3750,1
4,18,r_f18_7,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,731,10000,257,0,0,3750,1
24,18,r_f18_7,5,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,731,10000,257,0,0,3750,0.5
48,18,r_f18_7,0,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,731,10000,257,0,0,3750,0
75,18,r_f18_7,0,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,731,10000,257,0,0,3750,0
96,18,r_f18_7,0,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,731,10000,257,0,0,3750,0
0,18,r_f18_6,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,332,4550,116.9,0,0,1706.25,1
4,18,r_f18_6,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,332,4550,116.9,0,0,1706.25,1
24,18,r_f18_6,9,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,332,4550,116.9,0,0,1706.25,0.9
48,18,r_f18_6,1,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,332,4550,116.9,0,0,1706.25,0.1
75,18,r_f18_6,0,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,332,4550,116.9,0,0,1706.25,0
96,18,r_f18_6,0,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,332,4550,116.9,0,0,1706.25,0
0,18,r_f18_3,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,31,427,10.9,0,0,160.1,1
4,18,r_f18_3,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,31,427,10.9,0,0,160.1,1
24,18,r_f18_3,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,31,427,10.9,0,0,160.1,1
48,18,r_f18_3,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,31,427,10.9,0,0,160.1,1
75,18,r_f18_3,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,31,427,10.9,0,0,160.1,1
96,18,r_f18_3,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,31,427,10.9,0,0,160.1,1
0,18,r_f18_4,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,69,939,24.13,0,0,352.1,1
4,18,r_f18_4,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,69,939,24.13,0,0,352.1,1
24,18,r_f18_4,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,69,939,24.13,0,0,352.1,1
48,18,r_f18_4,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,69,939,24.13,0,0,352.1,1
75,18,r_f18_4,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,69,939,24.13,0,0,352.1,1
96,18,r_f18_4,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,69,939,24.13,0,0,352.1,1
0,18,r_f18_2,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,14,194,4.8999999999999995,0,0,72.75,1
4,18,r_f18_2,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,14,194,4.8999999999999995,0,0,72.75,1
24,18,r_f18_2,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,14,194,4.8999999999999995,0,0,72.75,1
48,18,r_f18_2,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,14,194,4.8999999999999995,0,0,72.75,1
75,18,r_f18_2,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,14,194,4.8999999999999995,0,0,72.75,1
96,18,r_f18_2,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,14,194,4.8999999999999995,0,0,72.75,1
0,18,r_f18_5,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,151,2070,53.2,0,0,776,1
4,18,r_f18_5,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,151,2070,53.2,0,0,776,1
24,18,r_f18_5,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,151,2070,53.2,0,0,776,1
48,18,r_f18_5,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,151,2070,53.2,0,0,776,1
75,18,r_f18_5,10,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,151,2070,53.2,0,0,776,1
96,18,r_f18_5,9,μg/L,M-570508-01-1,aclonifen_diflufenican_flufenacet,151,2070,53.2,0,0,776,0.9
0,19,r_f19_3,7,μg/L,M-650526-01-1,diflufenican,0,1250,521,0,0,0,1
2,19,r_f19_3,7,μg/L,M-650526-01-1,diflufenican,0,1250,521,0,0,0,1
24,19,r_f19_3,7,μg/L,M-650526-01-1,diflufenican,0,1250,521,0,0,0,1
48,19,r_f19_3,7,μg/L,M-650526-01-1,diflufenican,0,1250,521,0,0,0,1
72,19,r_f19_3,7,μg/L,M-650526-01-1,diflufenican,0,1250,521,0,0,0,1
96,19,r_f19_3,7,μg/L,M-650526-01-1,diflufenican,0,1250,521,0,0,0,1
0,19,r_f19_2,7,μg/L,M-650526-01-1,diflufenican,0,625,261,0,0,0,1
2,19,r_f19_2,7,μg/L,M-650526-01-1,diflufenican,0,625,261,0,0,0,1
24,19,r_f19_2,7,μg/L,M-650526-01-1,diflufenican,0,625,261,0,0,0,1
48,19,r_f19_2,7,μg/L,M-650526-01-1,diflufenican,0,625,261,0,0,0,1
72,19,r_f19_2,7,μg/L,M-650526-01-1,diflufenican,0,625,261,0,0,0,1
96,19,r_f19_2,7,μg/L,M-650526-01-1,diflufenican,0,625,261,0,0,0,1
0,19,r_f19_6,7,μg/L,M-650526-01-1,diflufenican,0,10000,4169,0,0,0,1
2,19,r_f19_6,7,μg/L,M-650526-01-1,diflufenican,0,10000,4169,0,0,0,1
24,19,r_f19_6,7,μg/L,M-650526-01-1,diflufenican,0,10000,4169,0,0,0,1
48,19,r_f19_6,7,μg/L,M-650526-01-1,diflufenican,0,10000,4169,0,0,0,1
72,19,r_f19_6,7,μg/L,M-650526-01-1,diflufenican,0,10000,4169,0,0,0,1
96,19,r_f19_6,7,μg/L,M-650526-01-1,diflufenican,0,10000,4169,0,0,0,1
0,19,r_f19_1,7,μg/L,M-650526-01-1,diflufenican,0,0,0,0,0,0,1
2,19,r_f19_1,7,μg/L,M-650526-01-1,diflufenican,0,0,0,0,0,0,1
24,19,r_f19_1,7,μg/L,M-650526-01-1,diflufenican,0,0,0,0,0,0,1
48,19,r_f19_1,7,μg/L,M-650526-01-1,diflufenican,0,0,0,0,0,0,1
72,19,r_f19_1,7,μg/L,M-650526-01-1,diflufenican,0,0,0,0,0,0,1
96,19,r_f19_1,7,μg/L,M-650526-01-1,diflufenican,0,0,0,0,0,0,1
0,19,r_f19_4,7,μg/L,M-650526-01-1,diflufenican,0,2500,1042,0,0,0,1
2,19,r_f19_4,7,μg/L,M-650526-01-1,diflufenican,0,2500,1042,0,0,0,1
24,19,r_f19_4,7,μg/L,M-650526-01-1,diflufenican,0,2500,1042,0,0,0,1
48,19,r_f19_4,7,μg/L,M-650526-01-1,diflufenican,0,2500,1042,0,0,0,1
72,19,r_f19_4,7,μg/L,M-650526-01-1,diflufenican,0,2500,1042,0,0,0,1
96,19,r_f19_4,7,μg/L,M-650526-01-1,diflufenican,0,2500,1042,0,0,0,1
0,19,r_f19_5,7,μg/L,M-650526-01-1,diflufenican,0,5000,2084,0,0,0,1
2,19,r_f19_5,7,μg/L,M-650526-01-1,diflufenican,0,5000,2084,0,0,0,1
24,19,r_f19_5,7,μg/L,M-650526-01-1,diflufenican,0,5000,2084,0,0,0,1
48,19,r_f19_5,7,μg/L,M-650526-01-1,diflufenican,0,5000,2084,0,0,0,1
72,19,r_f19_5,7,μg/L,M-650526-01-1,diflufenican,0,5000,2084,0,0,0,1
96,19,r_f19_5,7,μg/L,M-650526-01-1,diflufenican,0,5000,2084,0,0,0,1
0,20,r_f20_1,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,0,0,0,0,0,1
3,20,r_f20_1,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,0,0,0,0,0,1
24,20,r_f20_1,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,0,0,0,0,0,1
48,20,r_f20_1,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,0,0,0,0,0,1
72,20,r_f20_1,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,0,0,0,0,0,1
96,20,r_f20_1,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,0,0,0,0,0,1
0,20,r_f20_3,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,2070,356,706,0,0,1
3,20,r_f20_3,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,2070,356,706,0,0,1
24,20,r_f20_3,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,2070,356,706,0,0,1
48,20,r_f20_3,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,2070,356,706,0,0,1
72,20,r_f20_3,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,2070,356,706,0,0,1
96,20,r_f20_3,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,2070,356,706,0,0,1
0,20,r_f20_5,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,10000,1720,3410,0,0,1
3,20,r_f20_5,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,10000,1720,3410,0,0,1
24,20,r_f20_5,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,10000,1720,3410,0,0,1
48,20,r_f20_5,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,10000,1720,3410,0,0,1
72,20,r_f20_5,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,10000,1720,3410,0,0,1
96,20,r_f20_5,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,10000,1720,3410,0,0,1
0,20,r_f20_2,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,939,162,320,0,0,1
3,20,r_f20_2,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,939,162,320,0,0,1
24,20,r_f20_2,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,939,162,320,0,0,1
48,20,r_f20_2,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,939,162,320,0,0,1
72,20,r_f20_2,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,939,162,320,0,0,1
96,20,r_f20_2,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,939,162,320,0,0,1
0,20,r_f20_6,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,22000,3780,7500,0,0,1
3,20,r_f20_6,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,22000,3780,7500,0,0,1
24,20,r_f20_6,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,22000,3780,7500,0,0,1
48,20,r_f20_6,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,22000,3780,7500,0,0,1
72,20,r_f20_6,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,22000,3780,7500,0,0,1
96,20,r_f20_6,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,22000,3780,7500,0,0,1
0,20,r_f20_4,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,4550,783,1550,0,0,1
3,20,r_f20_4,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,4550,783,1550,0,0,1
24,20,r_f20_4,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,4550,783,1550,0,0,1
48,20,r_f20_4,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,4550,783,1550,0,0,1
72,20,r_f20_4,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,4550,783,1550,0,0,1
96,20,r_f20_4,10,μg/L,M-654351-01-1,diflufenican_metribuzin,0,4550,783,1550,0,0,1
