time,file,replicate,Nsurv,unit_ai,M_number,Mixture_abcSorted,formulation,spiroxamine,prothioconazole,tebuconazole,trifloxystrobin,bixafen,fluopyram,Psurv
48,6,r_f6_3,10,μg/L,M-032048-01-1,trifloxystrobin,0,0,0,0,0,0,0,1
72,6,r_f6_3,10,μg/L,M-032048-01-1,trifloxystrobin,0,0,0,0,0,0,0,1
96,6,r_f6_3,10,μg/L,M-032048-01-1,trifloxystrobin,0,0,0,0,0,0,0,1
0,6,r_f6_4,10,μg/L,M-032048-01-1,trifloxystrobin,0,0,0,0,0,0,0,1
3,6,r_f6_4,10,μg/L,M-032048-01-1,trifloxystrobin,0,0,0,0,0,0,0,1
24,6,r_f6_4,10,μg/L,M-032048-01-1,trifloxystrobin,0,0,0,0,0,0,0,1
48,6,r_f6_4,10,μg/L,M-032048-01-1,trifloxystrobin,0,0,0,0,0,0,0,1
72,6,r_f6_4,10,μg/L,M-032048-01-1,trifloxystrobin,0,0,0,0,0,0,0,1
96,6,r_f6_4,10,μg/L,M-032048-01-1,trifloxystrobin,0,0,0,0,0,0,0,1
0,6,r_f6_2,10,μg/L,M-032048-01-1,trifloxystrobin,0,0,0,0,0,0,0,1
3,6,r_f6_2,10,μg/L,M-032048-01-1,trifloxystrobin,0,0,0,0,0,0,0,1
24,6,r_f6_2,10,μg/L,M-032048-01-1,trifloxystrobin,0,0,0,0,0,0,0,1
48,6,r_f6_2,10,μg/L,M-032048-01-1,trifloxystrobin,0,0,0,0,0,0,0,1
72,6,r_f6_2,10,μg/L,M-032048-01-1,trifloxystrobin,0,0,0,0,0,0,0,1
96,6,r_f6_2,10,μg/L,M-032048-01-1,trifloxystrobin,0,0,0,0,0,0,0,1
0,6,r_f6_9,10,μg/L,M-032048-01-1,trifloxystrobin,12.4,0,0,0,12,0,0,1
3,6,r_f6_9,10,μg/L,M-032048-01-1,trifloxystrobin,12.4,0,0,0,12,0,0,1
24,6,r_f6_9,9,μg/L,M-032048-01-1,trifloxystrobin,12.4,0,0,0,12,0,0,0.9
48,6,r_f6_9,9,μg/L,M-032048-01-1,trifloxystrobin,12.4,0,0,0,12,0,0,0.9
72,6,r_f6_9,9,μg/L,M-032048-01-1,trifloxystrobin,12.4,0,0,0,12,0,0,0.9
96,6,r_f6_9,9,μg/L,M-032048-01-1,trifloxystrobin,12.4,0,0,0,12,0,0,0.9
0,6,r_f6_13,10,μg/L,M-032048-01-1,trifloxystrobin,42.5,0,0,0,41,0,0,1
3,6,r_f6_13,0,μg/L,M-032048-01-1,trifloxystrobin,42.5,0,0,0,41,0,0,0
24,6,r_f6_13,0,μg/L,M-032048-01-1,trifloxystrobin,42.5,0,0,0,41,0,0,0
48,6,r_f6_13,0,μg/L,M-032048-01-1,trifloxystrobin,42.5,0,0,0,41,0,0,0
72,6,r_f6_13,0,μg/L,M-032048-01-1,trifloxystrobin,42.5,0,0,0,41,0,0,0
96,6,r_f6_13,0,μg/L,M-032048-01-1,trifloxystrobin,42.5,0,0,0,41,0,0,0
0,6,r_f6_12,10,μg/L,M-032048-01-1,trifloxystrobin,21.7,0,0,0,21,0,0,1
3,6,r_f6_12,10,μg/L,M-032048-01-1,trifloxystrobin,21.7,0,0,0,21,0,0,1
24,6,r_f6_12,0,μg/L,M-032048-01-1,trifloxystrobin,21.7,0,0,0,21,0,0,0
48,6,r_f6_12,0,μg/L,M-032048-01-1,trifloxystrobin,21.7,0,0,0,21,0,0,0
72,6,r_f6_12,0,μg/L,M-032048-01-1,trifloxystrobin,21.7,0,0,0,21,0,0,0
96,6,r_f6_12,0,μg/L,M-032048-01-1,trifloxystrobin,21.7,0,0,0,21,0,0,0
0,6,r_f6_8,10,μg/L,M-032048-01-1,trifloxystrobin,7.5,0,0,0,7.2,0,0,1
3,6,r_f6_8,10,μg/L,M-032048-01-1,trifloxystrobin,7.5,0,0,0,7.2,0,0,1
24,6,r_f6_8,10,μg/L,M-032048-01-1,trifloxystrobin,7.5,0,0,0,7.2,0,0,1
48,6,r_f6_8,10,μg/L,M-032048-01-1,trifloxystrobin,7.5,0,0,0,7.2,0,0,1
72,6,r_f6_8,10,μg/L,M-032048-01-1,trifloxystrobin,7.5,0,0,0,7.2,0,0,1
96,6,r_f6_8,10,μg/L,M-032048-01-1,trifloxystrobin,7.5,0,0,0,7.2,0,0,1
0,6,r_f6_6,10,μg/L,M-032048-01-1,trifloxystrobin,4.1000000000000005,0,0,0,4,0,0,1
3,6,r_f6_6,10,μg/L,M-032048-01-1,trifloxystrobin,4.1000000000000005,0,0,0,4,0,0,1
24,6,r_f6_6,10,μg/L,M-032048-01-1,trifloxystrobin,4.1000000000000005,0,0,0,4,0,0,1
48,6,r_f6_6,10,μg/L,M-032048-01-1,trifloxystrobin,4.1000000000000005,0,0,0,4,0,0,1
72,6,r_f6_6,10,μg/L,M-032048-01-1,trifloxystrobin,4.1000000000000005,0,0,0,4,0,0,1
96,6,r_f6_6,10,μg/L,M-032048-01-1,trifloxystrobin,4.1000000000000005,0,0,0,4,0,0,1
0,6,r_f6_5,10,μg/L,M-032048-01-1,trifloxystrobin,4.1000000000000005,0,0,0,4,0,0,1
3,6,r_f6_5,10,μg/L,M-032048-01-1,trifloxystrobin,4.1000000000000005,0,0,0,4,0,0,1
24,6,r_f6_5,10,μg/L,M-032048-01-1,trifloxystrobin,4.1000000000000005,0,0,0,4,0,0,1
48,6,r_f6_5,10,μg/L,M-032048-01-1,trifloxystrobin,4.1000000000000005,0,0,0,4,0,0,1
72,6,r_f6_5,10,μg/L,M-032048-01-1,trifloxystrobin,4.1000000000000005,0,0,0,4,0,0,1
96,6,r_f6_5,10,μg/L,M-032048-01-1,trifloxystrobin,4.1000000000000005,0,0,0,4,0,0,1
0,7,r_f7_5,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,10000,3010,1630,0,0,0,0,1
4,7,r_f7_5,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,10000,3010,1630,0,0,0,0,1
24,7,r_f7_5,0,μg/L,M-039959-01-1,prothioconazole_spiroxamine,10000,3010,1630,0,0,0,0,0
48,7,r_f7_5,0,μg/L,M-039959-01-1,prothioconazole_spiroxamine,10000,3010,1630,0,0,0,0,0
72,7,r_f7_5,0,μg/L,M-039959-01-1,prothioconazole_spiroxamine,10000,3010,1630,0,0,0,0,0
96,7,r_f7_5,0,μg/L,M-039959-01-1,prothioconazole_spiroxamine,10000,3010,1630,0,0,0,0,0
0,7,r_f7_6,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,20000,6020,3260,0,0,0,0,1
4,7,r_f7_6,0,μg/L,M-039959-01-1,prothioconazole_spiroxamine,20000,6020,3260,0,0,0,0,0
24,7,r_f7_6,0,μg/L,M-039959-01-1,prothioconazole_spiroxamine,20000,6020,3260,0,0,0,0,0
48,7,r_f7_6,0,μg/L,M-039959-01-1,prothioconazole_spiroxamine,20000,6020,3260,0,0,0,0,0
72,7,r_f7_6,0,μg/L,M-039959-01-1,prothioconazole_spiroxamine,20000,6020,3260,0,0,0,0,0
96,7,r_f7_6,0,μg/L,M-039959-01-1,prothioconazole_spiroxamine,20000,6020,3260,0,0,0,0,0
0,7,r_f7_3,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,2500,753,408,0,0,0,0,1
4,7,r_f7_3,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,2500,753,408,0,0,0,0,1
24,7,r_f7_3,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,2500,753,408,0,0,0,0,1
48,7,r_f7_3,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,2500,753,408,0,0,0,0,1
72,7,r_f7_3,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,2500,753,408,0,0,0,0,1
96,7,r_f7_3,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,2500,753,408,0,0,0,0,1
0,7,r_f7_2,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,1250,377,204,0,0,0,0,1
4,7,r_f7_2,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,1250,377,204,0,0,0,0,1
24,7,r_f7_2,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,1250,377,204,0,0,0,0,1
48,7,r_f7_2,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,1250,377,204,0,0,0,0,1
72,7,r_f7_2,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,1250,377,204,0,0,0,0,1
96,7,r_f7_2,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,1250,377,204,0,0,0,0,1
0,7,r_f7_4,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,5000,1505,815,0,0,0,0,1
4,7,r_f7_4,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,5000,1505,815,0,0,0,0,1
24,7,r_f7_4,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,5000,1505,815,0,0,0,0,1
48,7,r_f7_4,9,μg/L,M-039959-01-1,prothioconazole_spiroxamine,5000,1505,815,0,0,0,0,0.9
72,7,r_f7_4,9,μg/L,M-039959-01-1,prothioconazole_spiroxamine,5000,1505,815,0,0,0,0,0.9
96,7,r_f7_4,9,μg/L,M-039959-01-1,prothioconazole_spiroxamine,5000,1505,815,0,0,0,0,0.9
0,7,r_f7_1,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,0,0,0,0,0,0,0,1
4,7,r_f7_1,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,0,0,0,0,0,0,0,1
24,7,r_f7_1,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,0,0,0,0,0,0,0,1
48,7,r_f7_1,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,0,0,0,0,0,0,0,1
72,7,r_f7_1,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,0,0,0,0,0,0,0,1
96,7,r_f7_1,10,μg/L,M-039959-01-1,prothioconazole_spiroxamine,0,0,0,0,0,0,0,1
0,8,r_f8_1,7,μg/L,M-052374-01-1,trifloxystrobin,0,0,0,0,0,0,0,1
3,8,r_f8_1,7,μg/L,M-052374-01-1,trifloxystrobin,0,0,0,0,0,0,0,1
24,8,r_f8_1,7,μg/L,M-052374-01-1,trifloxystrobin,0,0,0,0,0,0,0,1
48,8,r_f8_1,7,μg/L,M-052374-01-1,trifloxystrobin,0,0,0,0,0,0,0,1
72,8,r_f8_1,7,μg/L,M-052374-01-1,trifloxystrobin,0,0,0,0,0,0,0,1
96,8,r_f8_1,7,μg/L,M-052374-01-1,trifloxystrobin,0,0,0,0,0,0,0,1
0,8,r_f8_5,7,μg/L,M-052374-01-1,trifloxystrobin,250,0,0,0,29,0,0,1
3,8,r_f8_5,7,μg/L,M-052374-01-1,trifloxystrobin,250,0,0,0,29,0,0,1
24,8,r_f8_5,6,μg/L,M-052374-01-1,trifloxystrobin,250,0,0,0,29,0,0,0.8571428571428571
48,8,r_f8_5,3,μg/L,M-052374-01-1,trifloxystrobin,250,0,0,0,29,0,0,0.42857142857142855
72,8,r_f8_5,1,μg/L,M-052374-01-1,trifloxystrobin,250,0,0,0,29,0,0,0.14285714285714285
96,8,r_f8_5,0,μg/L,M-052374-01-1,trifloxystrobin,250,0,0,0,29,0,0,0
0,8,r_f8_4,7,μg/L,M-052374-01-1,trifloxystrobin,140,0,0,0,16,0,0,1
3,8,r_f8_4,7,μg/L,M-052374-01-1,trifloxystrobin,140,0,0,0,16,0,0,1
24,8,r_f8_4,7,μg/L,M-052374-01-1,trifloxystrobin,140,0,0,0,16,0,0,1
48,8,r_f8_4,7,μg/L,M-052374-01-1,trifloxystrobin,140,0,0,0,16,0,0,1
72,8,r_f8_4,7,μg/L,M-052374-01-1,trifloxystrobin,140,0,0,0,16,0,0,1
96,8,r_f8_4,7,μg/L,M-052374-01-1,trifloxystrobin,140,0,0,0,16,0,0,1
0,8,r_f8_6,7,μg/L,M-052374-01-1,trifloxystrobin,440,0,0,0,51,0,0,1
3,8,r_f8_6,4,μg/L,M-052374-01-1,trifloxystrobin,440,0,0,0,51,0,0,0.5714285714285714
24,8,r_f8_6,0,μg/L,M-052374-01-1,trifloxystrobin,440,0,0,0,51,0,0,0
48,8,r_f8_6,0,μg/L,M-052374-01-1,trifloxystrobin,440,0,0,0,51,0,0,0
72,8,r_f8_6,0,μg/L,M-052374-01-1,trifloxystrobin,440,0,0,0,51,0,0,0
96,8,r_f8_6,0,μg/L,M-052374-01-1,trifloxystrobin,440,0,0,0,51,0,0,0
0,8,r_f8_2,7,μg/L,M-052374-01-1,trifloxystrobin,42,0,0,0,4.8999999999999995,0,0,1
3,8,r_f8_2,7,μg/L,M-052374-01-1,trifloxystrobin,42,0,0,0,4.8999999999999995,0,0,1
24,8,r_f8_2,7,μg/L,M-052374-01-1,trifloxystrobin,42,0,0,0,4.8999999999999995,0,0,1
48,8,r_f8_2,7,μg/L,M-052374-01-1,trifloxystrobin,42,0,0,0,4.8999999999999995,0,0,1
72,8,r_f8_2,7,μg/L,M-052374-01-1,trifloxystrobin,42,0,0,0,4.8999999999999995,0,0,1
96,8,r_f8_2,7,μg/L,M-052374-01-1,trifloxystrobin,42,0,0,0,4.8999999999999995,0,0,1
0,8,r_f8_3,7,μg/L,M-052374-01-1,trifloxystrobin,76,0,0,0,8.9,0,0,1
3,8,r_f8_3,7,μg/L,M-052374-01-1,trifloxystrobin,76,0,0,0,8.9,0,0,1
24,8,r_f8_3,7,μg/L,M-052374-01-1,trifloxystrobin,76,0,0,0,8.9,0,0,1
48,8,r_f8_3,7,μg/L,M-052374-01-1,trifloxystrobin,76,0,0,0,8.9,0,0,1
72,8,r_f8_3,7,μg/L,M-052374-01-1,trifloxystrobin,76,0,0,0,8.9,0,0,1
96,8,r_f8_3,7,μg/L,M-052374-01-1,trifloxystrobin,76,0,0,0,8.9,0,0,1
0,9,r_f9_3,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,1500,0,191,191,0,0,0,1
4,9,r_f9_3,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,1500,0,191,191,0,0,0,1
24,9,r_f9_3,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,1500,0,191,191,0,0,0,1
48,9,r_f9_3,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,1500,0,191,191,0,0,0,1
72,9,r_f9_3,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,1500,0,191,191,0,0,0,1
96,9,r_f9_3,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,1500,0,191,191,0,0,0,1
0,9,r_f9_1,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,0,0,0,0,0,0,0,1
4,9,r_f9_1,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,0,0,0,0,0,0,0,1
24,9,r_f9_1,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,0,0,0,0,0,0,0,1
48,9,r_f9_1,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,0,0,0,0,0,0,0,1
72,9,r_f9_1,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,0,0,0,0,0,0,0,1
96,9,r_f9_1,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,0,0,0,0,0,0,0,1
0,9,r_f9_2,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,750,0,95,95,0,0,0,1
4,9,r_f9_2,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,750,0,95,95,0,0,0,1
24,9,r_f9_2,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,750,0,95,95,0,0,0,1
48,9,r_f9_2,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,750,0,95,95,0,0,0,1
72,9,r_f9_2,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,750,0,95,95,0,0,0,1
96,9,r_f9_2,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,750,0,95,95,0,0,0,1
0,9,r_f9_4,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,3000,0,381,381,0,0,0,1
4,9,r_f9_4,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,3000,0,381,381,0,0,0,1
24,9,r_f9_4,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,3000,0,381,381,0,0,0,1
48,9,r_f9_4,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,3000,0,381,381,0,0,0,1
72,9,r_f9_4,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,3000,0,381,381,0,0,0,1
96,9,r_f9_4,9,μg/L,M-053858-01-1,prothioconazole_tebuconazole,3000,0,381,381,0,0,0,0.9
0,9,r_f9_6,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,12000,0,1520,1520,0,0,0,1
4,9,r_f9_6,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,12000,0,1520,1520,0,0,0,1
24,9,r_f9_6,0,μg/L,M-053858-01-1,prothioconazole_tebuconazole,12000,0,1520,1520,0,0,0,0
48,9,r_f9_6,0,μg/L,M-053858-01-1,prothioconazole_tebuconazole,12000,0,1520,1520,0,0,0,0
72,9,r_f9_6,0,μg/L,M-053858-01-1,prothioconazole_tebuconazole,12000,0,1520,1520,0,0,0,0
96,9,r_f9_6,0,μg/L,M-053858-01-1,prothioconazole_tebuconazole,12000,0,1520,1520,0,0,0,0
0,9,r_f9_5,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,6000,0,762,762,0,0,0,1
4,9,r_f9_5,10,μg/L,M-053858-01-1,prothioconazole_tebuconazole,6000,0,762,762,0,0,0,1
24,9,r_f9_5,4,μg/L,M-053858-01-1,prothioconazole_tebuconazole,6000,0,762,762,0,0,0,0.4
48,9,r_f9_5,0,μg/L,M-053858-01-1,prothioconazole_tebuconazole,6000,0,762,762,0,0,0,0
72,9,r_f9_5,0,μg/L,M-053858-01-1,prothioconazole_tebuconazole,6000,0,762,762,0,0,0,0
96,9,r_f9_5,0,μg/L,M-053858-01-1,prothioconazole_tebuconazole,6000,0,762,762,0,0,0,0
0,10,r_f10_2,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.0625,0,0,11.3,5.69,0,0,1
4,10,r_f10_2,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.0625,0,0,11.3,5.69,0,0,1
24,10,r_f10_2,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.0625,0,0,11.3,5.69,0,0,1
48,10,r_f10_2,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.0625,0,0,11.3,5.69,0,0,1
72,10,r_f10_2,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.0625,0,0,11.3,5.69,0,0,1
96,10,r_f10_2,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.0625,0,0,11.3,5.69,0,0,1
0,10,r_f10_5,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.5,0,0,90.5,45.5,0,0,1
4,10,r_f10_5,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.5,0,0,90.5,45.5,0,0,1
24,10,r_f10_5,0,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.5,0,0,90.5,45.5,0,0,0
48,10,r_f10_5,0,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.5,0,0,90.5,45.5,0,0,0
72,10,r_f10_5,0,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.5,0,0,90.5,45.5,0,0,0
96,10,r_f10_5,0,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.5,0,0,90.5,45.5,0,0,0
0,10,r_f10_3,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.125,0,0,22.6,11.3,0,0,1
4,10,r_f10_3,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.125,0,0,22.6,11.3,0,0,1
24,10,r_f10_3,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.125,0,0,22.6,11.3,0,0,1
48,10,r_f10_3,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.125,0,0,22.6,11.3,0,0,1
72,10,r_f10_3,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.125,0,0,22.6,11.3,0,0,1
96,10,r_f10_3,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.125,0,0,22.6,11.3,0,0,1
0,10,r_f10_1,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0,0,0,0,0,0,0,1
4,10,r_f10_1,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0,0,0,0,0,0,0,1
24,10,r_f10_1,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0,0,0,0,0,0,0,1
48,10,r_f10_1,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0,0,0,0,0,0,0,1
72,10,r_f10_1,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0,0,0,0,0,0,0,1
96,10,r_f10_1,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0,0,0,0,0,0,0,1
0,10,r_f10_4,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.25,0,0,45.3,22.7,0,0,1
4,10,r_f10_4,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.25,0,0,45.3,22.7,0,0,1
24,10,r_f10_4,9,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.25,0,0,45.3,22.7,0,0,0.9
48,10,r_f10_4,9,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.25,0,0,45.3,22.7,0,0,0.9
72,10,r_f10_4,9,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.25,0,0,45.3,22.7,0,0,0.9
96,10,r_f10_4,8,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,0.25,0,0,45.3,22.7,0,0,0.8
0,10,r_f10_6,10,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,1,0,0,181,91,0,0,1
4,10,r_f10_6,0,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,1,0,0,181,91,0,0,0
24,10,r_f10_6,0,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,1,0,0,181,91,0,0,0
48,10,r_f10_6,0,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,1,0,0,181,91,0,0,0
72,10,r_f10_6,0,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,1,0,0,181,91,0,0,0
96,10,r_f10_6,0,μg/L,M-107982-01-1,tebuconazole_trifloxystrobin,1,0,0,181,91,0,0,0
0,11,r_f11_1,10,μg/L,M-110542-01-3,tebuconazole,0,0,0,0,0,0,0,1
4,11,r_f11_1,10,μg/L,M-110542-01-3,tebuconazole,0,0,0,0,0,0,0,1
24,11,r_f11_1,10,μg/L,M-110542-01-3,tebuconazole,0,0,0,0,0,0,0,1
48,11,r_f11_1,10,μg/L,M-110542-01-3,tebuconazole,0,0,0,0,0,0,0,1
72,11,r_f11_1,10,μg/L,M-110542-01-3,tebuconazole,0,0,0,0,0,0,0,1
96,11,r_f11_1,10,μg/L,M-110542-01-3,tebuconazole,0,0,0,0,0,0,0,1
0,11,r_f11_3,10,μg/L,M-110542-01-3,tebuconazole,25000,0,0,1250,0,0,0,1
4,11,r_f11_3,10,μg/L,M-110542-01-3,tebuconazole,25000,0,0,1250,0,0,0,1
24,11,r_f11_3,10,μg/L,M-110542-01-3,tebuconazole,25000,0,0,1250,0,0,0,1
48,11,r_f11_3,10,μg/L,M-110542-01-3,tebuconazole,25000,0,0,1250,0,0,0,1
72,11,r_f11_3,10,μg/L,M-110542-01-3,tebuconazole,25000,0,0,1250,0,0,0,1
96,11,r_f11_3,10,μg/L,M-110542-01-3,tebuconazole,25000,0,0,1250,0,0,0,1
0,11,r_f11_2,10,μg/L,M-110542-01-3,tebuconazole,12500,0,0,625,0,0,0,1
4,11,r_f11_2,10,μg/L,M-110542-01-3,tebuconazole,12500,0,0,625,0,0,0,1
24,11,r_f11_2,10,μg/L,M-110542-01-3,tebuconazole,12500,0,0,625,0,0,0,1
48,11,r_f11_2,10,μg/L,M-110542-01-3,tebuconazole,12500,0,0,625,0,0,0,1
72,11,r_f11_2,10,μg/L,M-110542-01-3,tebuconazole,12500,0,0,625,0,0,0,1
96,11,r_f11_2,10,μg/L,M-110542-01-3,tebuconazole,12500,0,0,625,0,0,0,1
0,11,r_f11_5,10,μg/L,M-110542-01-3,tebuconazole,100000,0,0,5000,0,0,0,1
4,11,r_f11_5,10,μg/L,M-110542-01-3,tebuconazole,100000,0,0,5000,0,0,0,1
24,11,r_f11_5,10,μg/L,M-110542-01-3,tebuconazole,100000,0,0,5000,0,0,0,1
48,11,r_f11_5,10,μg/L,M-110542-01-3,tebuconazole,100000,0,0,5000,0,0,0,1
72,11,r_f11_5,10,μg/L,M-110542-01-3,tebuconazole,100000,0,0,5000,0,0,0,1
96,11,r_f11_5,10,μg/L,M-110542-01-3,tebuconazole,100000,0,0,5000,0,0,0,1
0,11,r_f11_6,10,μg/L,M-110542-01-3,tebuconazole,200000,0,0,10000,0,0,0,1
4,11,r_f11_6,10,μg/L,M-110542-01-3,tebuconazole,200000,0,0,10000,0,0,0,1
24,11,r_f11_6,0,μg/L,M-110542-01-3,tebuconazole,200000,0,0,10000,0,0,0,0
48,11,r_f11_6,0,μg/L,M-110542-01-3,tebuconazole,200000,0,0,10000,0,0,0,0
72,11,r_f11_6,0,μg/L,M-110542-01-3,tebuconazole,200000,0,0,10000,0,0,0,0
96,11,r_f11_6,0,μg/L,M-110542-01-3,tebuconazole,200000,0,0,10000,0,0,0,0
0,11,r_f11_4,10,μg/L,M-110542-01-3,tebuconazole,50000,0,0,2500,0,0,0,1
4,11,r_f11_4,10,μg/L,M-110542-01-3,tebuconazole,50000,0,0,2500,0,0,0,1
24,11,r_f11_4,10,μg/L,M-110542-01-3,tebuconazole,50000,0,0,2500,0,0,0,1
48,11,r_f11_4,10,μg/L,M-110542-01-3,tebuconazole,50000,0,0,2500,0,0,0,1
72,11,r_f11_4,10,μg/L,M-110542-01-3,tebuconazole,50000,0,0,2500,0,0,0,1
96,11,r_f11_4,10,μg/L,M-110542-01-3,tebuconazole,50000,0,0,2500,0,0,0,1
0,12,r_f12_1,10,μg/L,M-121769-01-1,tebuconazole,0,0,0,0,0,0,0,1
4,12,r_f12_1,10,μg/L,M-121769-01-1,tebuconazole,0,0,0,0,0,0,0,1
24,12,r_f12_1,10,μg/L,M-121769-01-1,tebuconazole,0,0,0,0,0,0,0,1
48,12,r_f12_1,10,μg/L,M-121769-01-1,tebuconazole,0,0,0,0,0,0,0,1
72,12,r_f12_1,10,μg/L,M-121769-01-1,tebuconazole,0,0,0,0,0,0,0,1
96,12,r_f12_1,10,μg/L,M-121769-01-1,tebuconazole,0,0,0,0,0,0,0,1
0,12,r_f12_6,10,μg/L,M-121769-01-1,tebuconazole,40000,0,0,15500,0,0,0,1
4,12,r_f12_6,0,μg/L,M-121769-01-1,tebuconazole,40000,0,0,15500,0,0,0,0
24,12,r_f12_6,0,μg/L,M-121769-01-1,tebuconazole,40000,0,0,15500,0,0,0,0
48,12,r_f12_6,0,μg/L,M-121769-01-1,tebuconazole,40000,0,0,15500,0,0,0,0
72,12,r_f12_6,0,μg/L,M-121769-01-1,tebuconazole,40000,0,0,15500,0,0,0,0
96,12,r_f12_6,0,μg/L,M-121769-01-1,tebuconazole,40000,0,0,15500,0,0,0,0
0,12,r_f12_2,10,μg/L,M-121769-01-1,tebuconazole,2500,0,0,968,0,0,0,1
4,12,r_f12_2,10,μg/L,M-121769-01-1,tebuconazole,2500,0,0,968,0,0,0,1
24,12,r_f12_2,10,μg/L,M-121769-01-1,tebuconazole,2500,0,0,968,0,0,0,1
