time,file,replicate,Nsurv,unit_ai,M_number,Mixture_abcSorted,formulation,spiroxamine,prothioconazole,tebuconazole,trifloxystrobin,bixafen,fluopyram,Psurv
48,12,r_f12_2,10,μg/L,M-121769-01-1,tebuconazole,2500,0,0,968,0,0,0,1
72,12,r_f12_2,10,μg/L,M-121769-01-1,tebuconazole,2500,0,0,968,0,0,0,1
96,12,r_f12_2,10,μg/L,M-121769-01-1,tebuconazole,2500,0,0,968,0,0,0,1
0,12,r_f12_3,10,μg/L,M-121769-01-1,tebuconazole,5000,0,0,1940,0,0,0,1
4,12,r_f12_3,10,μg/L,M-121769-01-1,tebuconazole,5000,0,0,1940,0,0,0,1
24,12,r_f12_3,10,μg/L,M-121769-01-1,tebuconazole,5000,0,0,1940,0,0,0,1
48,12,r_f12_3,10,μg/L,M-121769-01-1,tebuconazole,5000,0,0,1940,0,0,0,1
72,12,r_f12_3,10,μg/L,M-121769-01-1,tebuconazole,5000,0,0,1940,0,0,0,1
96,12,r_f12_3,10,μg/L,M-121769-01-1,tebuconazole,5000,0,0,1940,0,0,0,1
0,12,r_f12_4,10,μg/L,M-121769-01-1,tebuconazole,10000,0,0,3870,0,0,0,1
4,12,r_f12_4,10,μg/L,M-121769-01-1,tebuconazole,10000,0,0,3870,0,0,0,1
24,12,r_f12_4,10,μg/L,M-121769-01-1,tebuconazole,10000,0,0,3870,0,0,0,1
48,12,r_f12_4,10,μg/L,M-121769-01-1,tebuconazole,10000,0,0,3870,0,0,0,1
72,12,r_f12_4,10,μg/L,M-121769-01-1,tebuconazole,10000,0,0,3870,0,0,0,1
96,12,r_f12_4,10,μg/L,M-121769-01-1,tebuconazole,10000,0,0,3870,0,0,0,1
0,12,r_f12_5,10,μg/L,M-121769-01-1,tebuconazole,20000,0,0,7740,0,0,0,1
4,12,r_f12_5,10,μg/L,M-121769-01-1,tebuconazole,20000,0,0,7740,0,0,0,1
24,12,r_f12_5,10,μg/L,M-121769-01-1,tebuconazole,20000,0,0,7740,0,0,0,1
48,12,r_f12_5,7,μg/L,M-121769-01-1,tebuconazole,20000,0,0,7740,0,0,0,0.7
72,12,r_f12_5,7,μg/L,M-121769-01-1,tebuconazole,20000,0,0,7740,0,0,0,0.7
96,12,r_f12_5,5,μg/L,M-121769-01-1,tebuconazole,20000,0,0,7740,0,0,0,0.5
0,13,r_f13_6,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,150,0,0,74.5,37.8,0,0,1
4,13,r_f13_6,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,150,0,0,74.5,37.8,0,0,1
24,13,r_f13_6,0,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,150,0,0,74.5,37.8,0,0,0
48,13,r_f13_6,0,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,150,0,0,74.5,37.8,0,0,0
72,13,r_f13_6,0,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,150,0,0,74.5,37.8,0,0,0
96,13,r_f13_6,0,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,150,0,0,74.5,37.8,0,0,0
0,13,r_f13_1,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,0,0,0,0,0,0,0,1
4,13,r_f13_1,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,0,0,0,0,0,0,0,1
24,13,r_f13_1,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,0,0,0,0,0,0,0,1
48,13,r_f13_1,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,0,0,0,0,0,0,0,1
72,13,r_f13_1,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,0,0,0,0,0,0,0,1
96,13,r_f13_1,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,0,0,0,0,0,0,0,1
0,13,r_f13_3,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,18.8,0,0,9.3,4.7,0,0,1
4,13,r_f13_3,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,18.8,0,0,9.3,4.7,0,0,1
24,13,r_f13_3,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,18.8,0,0,9.3,4.7,0,0,1
48,13,r_f13_3,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,18.8,0,0,9.3,4.7,0,0,1
72,13,r_f13_3,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,18.8,0,0,9.3,4.7,0,0,1
96,13,r_f13_3,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,18.8,0,0,9.3,4.7,0,0,1
0,13,r_f13_5,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,75,0,0,37.2,18.9,0,0,1
4,13,r_f13_5,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,75,0,0,37.2,18.9,0,0,1
24,13,r_f13_5,9,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,75,0,0,37.2,18.9,0,0,0.9
48,13,r_f13_5,6,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,75,0,0,37.2,18.9,0,0,0.6
72,13,r_f13_5,4,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,75,0,0,37.2,18.9,0,0,0.4
96,13,r_f13_5,3,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,75,0,0,37.2,18.9,0,0,0.3
0,13,r_f13_2,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,9.38,0,0,4.7,2.4,0,0,1
4,13,r_f13_2,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,9.38,0,0,4.7,2.4,0,0,1
24,13,r_f13_2,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,9.38,0,0,4.7,2.4,0,0,1
48,13,r_f13_2,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,9.38,0,0,4.7,2.4,0,0,1
72,13,r_f13_2,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,9.38,0,0,4.7,2.4,0,0,1
96,13,r_f13_2,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,9.38,0,0,4.7,2.4,0,0,1
0,13,r_f13_4,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,37.5,0,0,18.6,9.5,0,0,1
4,13,r_f13_4,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,37.5,0,0,18.6,9.5,0,0,1
24,13,r_f13_4,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,37.5,0,0,18.6,9.5,0,0,1
48,13,r_f13_4,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,37.5,0,0,18.6,9.5,0,0,1
72,13,r_f13_4,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,37.5,0,0,18.6,9.5,0,0,1
96,13,r_f13_4,10,μg/L,M-123000-01-1,tebuconazole_trifloxystrobin,37.5,0,0,18.6,9.5,0,0,1
0,14,r_f14_3,10,μg/L,M-263341-01-1,bixafen,25,0,0,0,0,24,0,1
4,14,r_f14_3,10,μg/L,M-263341-01-1,bixafen,25,0,0,0,0,24,0,1
24,14,r_f14_3,10,μg/L,M-263341-01-1,bixafen,25,0,0,0,0,24,0,1
48,14,r_f14_3,10,μg/L,M-263341-01-1,bixafen,25,0,0,0,0,24,0,1
72,14,r_f14_3,10,μg/L,M-263341-01-1,bixafen,25,0,0,0,0,24,0,1
96,14,r_f14_3,10,μg/L,M-263341-01-1,bixafen,25,0,0,0,0,24,0,1
0,14,r_f14_1,10,μg/L,M-263341-01-1,bixafen,0,0,0,0,0,0,0,1
4,14,r_f14_1,10,μg/L,M-263341-01-1,bixafen,0,0,0,0,0,0,0,1
24,14,r_f14_1,10,μg/L,M-263341-01-1,bixafen,0,0,0,0,0,0,0,1
48,14,r_f14_1,10,μg/L,M-263341-01-1,bixafen,0,0,0,0,0,0,0,1
72,14,r_f14_1,10,μg/L,M-263341-01-1,bixafen,0,0,0,0,0,0,0,1
96,14,r_f14_1,10,μg/L,M-263341-01-1,bixafen,0,0,0,0,0,0,0,1
0,14,r_f14_2,10,μg/L,M-263341-01-1,bixafen,0,0,0,0,0,0,0,1
4,14,r_f14_2,10,μg/L,M-263341-01-1,bixafen,0,0,0,0,0,0,0,1
24,14,r_f14_2,10,μg/L,M-263341-01-1,bixafen,0,0,0,0,0,0,0,1
48,14,r_f14_2,10,μg/L,M-263341-01-1,bixafen,0,0,0,0,0,0,0,1
72,14,r_f14_2,10,μg/L,M-263341-01-1,bixafen,0,0,0,0,0,0,0,1
96,14,r_f14_2,10,μg/L,M-263341-01-1,bixafen,0,0,0,0,0,0,0,1
0,14,r_f14_5,10,μg/L,M-263341-01-1,bixafen,100,0,0,0,0,95.8,0,1
4,14,r_f14_5,10,μg/L,M-263341-01-1,bixafen,100,0,0,0,0,95.8,0,1
24,14,r_f14_5,10,μg/L,M-263341-01-1,bixafen,100,0,0,0,0,95.8,0,1
48,14,r_f14_5,6,μg/L,M-263341-01-1,bixafen,100,0,0,0,0,95.8,0,0.6
72,14,r_f14_5,4,μg/L,M-263341-01-1,bixafen,100,0,0,0,0,95.8,0,0.4
96,14,r_f14_5,2,μg/L,M-263341-01-1,bixafen,100,0,0,0,0,95.8,0,0.2
0,14,r_f14_7,10,μg/L,M-263341-01-1,bixafen,400,0,0,0,0,383,0,1
4,14,r_f14_7,10,μg/L,M-263341-01-1,bixafen,400,0,0,0,0,383,0,1
24,14,r_f14_7,0,μg/L,M-263341-01-1,bixafen,400,0,0,0,0,383,0,0
48,14,r_f14_7,0,μg/L,M-263341-01-1,bixafen,400,0,0,0,0,383,0,0
72,14,r_f14_7,0,μg/L,M-263341-01-1,bixafen,400,0,0,0,0,383,0,0
96,14,r_f14_7,0,μg/L,M-263341-01-1,bixafen,400,0,0,0,0,383,0,0
0,14,r_f14_4,10,μg/L,M-263341-01-1,bixafen,50,0,0,0,0,47.9,0,1
4,14,r_f14_4,10,μg/L,M-263341-01-1,bixafen,50,0,0,0,0,47.9,0,1
24,14,r_f14_4,10,μg/L,M-263341-01-1,bixafen,50,0,0,0,0,47.9,0,1
48,14,r_f14_4,10,μg/L,M-263341-01-1,bixafen,50,0,0,0,0,47.9,0,1
72,14,r_f14_4,10,μg/L,M-263341-01-1,bixafen,50,0,0,0,0,47.9,0,1
96,14,r_f14_4,10,μg/L,M-263341-01-1,bixafen,50,0,0,0,0,47.9,0,1
0,14,r_f14_6,10,μg/L,M-263341-01-1,bixafen,200,0,0,0,0,192,0,1
4,14,r_f14_6,10,μg/L,M-263341-01-1,bixafen,200,0,0,0,0,192,0,1
24,14,r_f14_6,0,μg/L,M-263341-01-1,bixafen,200,0,0,0,0,192,0,0
48,14,r_f14_6,0,μg/L,M-263341-01-1,bixafen,200,0,0,0,0,192,0,0
72,14,r_f14_6,0,μg/L,M-263341-01-1,bixafen,200,0,0,0,0,192,0,0
96,14,r_f14_6,0,μg/L,M-263341-01-1,bixafen,200,0,0,0,0,192,0,0
0,15,r_f15_4,10,μg/L,M-270312-01-1,prothioconazole,3000,0,1210,0,0,0,0,1
4,15,r_f15_4,10,μg/L,M-270312-01-1,prothioconazole,3000,0,1210,0,0,0,0,1
24,15,r_f15_4,10,μg/L,M-270312-01-1,prothioconazole,3000,0,1210,0,0,0,0,1
48,15,r_f15_4,10,μg/L,M-270312-01-1,prothioconazole,3000,0,1210,0,0,0,0,1
72,15,r_f15_4,10,μg/L,M-270312-01-1,prothioconazole,3000,0,1210,0,0,0,0,1
96,15,r_f15_4,10,μg/L,M-270312-01-1,prothioconazole,3000,0,1210,0,0,0,0,1
0,15,r_f15_5,10,μg/L,M-270312-01-1,prothioconazole,6000,0,2410,0,0,0,0,1
4,15,r_f15_5,10,μg/L,M-270312-01-1,prothioconazole,6000,0,2410,0,0,0,0,1
24,15,r_f15_5,9,μg/L,M-270312-01-1,prothioconazole,6000,0,2410,0,0,0,0,0.9
48,15,r_f15_5,2,μg/L,M-270312-01-1,prothioconazole,6000,0,2410,0,0,0,0,0.2
72,15,r_f15_5,2,μg/L,M-270312-01-1,prothioconazole,6000,0,2410,0,0,0,0,0.2
96,15,r_f15_5,1,μg/L,M-270312-01-1,prothioconazole,6000,0,2410,0,0,0,0,0.1
0,15,r_f15_3,10,μg/L,M-270312-01-1,prothioconazole,1500,0,603,0,0,0,0,1
4,15,r_f15_3,10,μg/L,M-270312-01-1,prothioconazole,1500,0,603,0,0,0,0,1
24,15,r_f15_3,10,μg/L,M-270312-01-1,prothioconazole,1500,0,603,0,0,0,0,1
48,15,r_f15_3,10,μg/L,M-270312-01-1,prothioconazole,1500,0,603,0,0,0,0,1
72,15,r_f15_3,10,μg/L,M-270312-01-1,prothioconazole,1500,0,603,0,0,0,0,1
96,15,r_f15_3,10,μg/L,M-270312-01-1,prothioconazole,1500,0,603,0,0,0,0,1
0,15,r_f15_2,10,μg/L,M-270312-01-1,prothioconazole,750,0,302,0,0,0,0,1
4,15,r_f15_2,10,μg/L,M-270312-01-1,prothioconazole,750,0,302,0,0,0,0,1
24,15,r_f15_2,10,μg/L,M-270312-01-1,prothioconazole,750,0,302,0,0,0,0,1
48,15,r_f15_2,10,μg/L,M-270312-01-1,prothioconazole,750,0,302,0,0,0,0,1
72,15,r_f15_2,10,μg/L,M-270312-01-1,prothioconazole,750,0,302,0,0,0,0,1
96,15,r_f15_2,10,μg/L,M-270312-01-1,prothioconazole,750,0,302,0,0,0,0,1
0,15,r_f15_6,10,μg/L,M-270312-01-1,prothioconazole,12000,0,4820,0,0,0,0,1
4,15,r_f15_6,10,μg/L,M-270312-01-1,prothioconazole,12000,0,4820,0,0,0,0,1
24,15,r_f15_6,0,μg/L,M-270312-01-1,prothioconazole,12000,0,4820,0,0,0,0,0
48,15,r_f15_6,0,μg/L,M-270312-01-1,prothioconazole,12000,0,4820,0,0,0,0,0
72,15,r_f15_6,0,μg/L,M-270312-01-1,prothioconazole,12000,0,4820,0,0,0,0,0
96,15,r_f15_6,0,μg/L,M-270312-01-1,prothioconazole,12000,0,4820,0,0,0,0,0
0,15,r_f15_1,10,μg/L,M-270312-01-1,prothioconazole,0,0,0,0,0,0,0,1
4,15,r_f15_1,10,μg/L,M-270312-01-1,prothioconazole,0,0,0,0,0,0,0,1
24,15,r_f15_1,10,μg/L,M-270312-01-1,prothioconazole,0,0,0,0,0,0,0,1
48,15,r_f15_1,10,μg/L,M-270312-01-1,prothioconazole,0,0,0,0,0,0,0,1
72,15,r_f15_1,10,μg/L,M-270312-01-1,prothioconazole,0,0,0,0,0,0,0,1
96,15,r_f15_1,10,μg/L,M-270312-01-1,prothioconazole,0,0,0,0,0,0,0,1
0,16,r_f16_6,10,μg/L,M-279976-01-1,bixafen,2,0,0,0,0,246,0,1
4,16,r_f16_6,10,μg/L,M-279976-01-1,bixafen,2,0,0,0,0,246,0,1
24,16,r_f16_6,0,μg/L,M-279976-01-1,bixafen,2,0,0,0,0,246,0,0
48,16,r_f16_6,0,μg/L,M-279976-01-1,bixafen,2,0,0,0,0,246,0,0
72,16,r_f16_6,0,μg/L,M-279976-01-1,bixafen,2,0,0,0,0,246,0,0
96,16,r_f16_6,0,μg/L,M-279976-01-1,bixafen,2,0,0,0,0,246,0,0
0,16,r_f16_5,10,μg/L,M-279976-01-1,bixafen,1,0,0,0,0,123,0,1
4,16,r_f16_5,10,μg/L,M-279976-01-1,bixafen,1,0,0,0,0,123,0,1
24,16,r_f16_5,10,μg/L,M-279976-01-1,bixafen,1,0,0,0,0,123,0,1
48,16,r_f16_5,4,μg/L,M-279976-01-1,bixafen,1,0,0,0,0,123,0,0.4
72,16,r_f16_5,0,μg/L,M-279976-01-1,bixafen,1,0,0,0,0,123,0,0
96,16,r_f16_5,0,μg/L,M-279976-01-1,bixafen,1,0,0,0,0,123,0,0
0,16,r_f16_4,10,μg/L,M-279976-01-1,bixafen,0.5,0,0,0,0,61.5,0,1
4,16,r_f16_4,10,μg/L,M-279976-01-1,bixafen,0.5,0,0,0,0,61.5,0,1
24,16,r_f16_4,10,μg/L,M-279976-01-1,bixafen,0.5,0,0,0,0,61.5,0,1
48,16,r_f16_4,10,μg/L,M-279976-01-1,bixafen,0.5,0,0,0,0,61.5,0,1
72,16,r_f16_4,10,μg/L,M-279976-01-1,bixafen,0.5,0,0,0,0,61.5,0,1
96,16,r_f16_4,10,μg/L,M-279976-01-1,bixafen,0.5,0,0,0,0,61.5,0,1
0,16,r_f16_1,10,μg/L,M-279976-01-1,bixafen,0,0,0,0,0,0,0,1
4,16,r_f16_1,10,μg/L,M-279976-01-1,bixafen,0,0,0,0,0,0,0,1
24,16,r_f16_1,10,μg/L,M-279976-01-1,bixafen,0,0,0,0,0,0,0,1
48,16,r_f16_1,10,μg/L,M-279976-01-1,bixafen,0,0,0,0,0,0,0,1
72,16,r_f16_1,10,μg/L,M-279976-01-1,bixafen,0,0,0,0,0,0,0,1
96,16,r_f16_1,10,μg/L,M-279976-01-1,bixafen,0,0,0,0,0,0,0,1
0,16,r_f16_2,10,μg/L,M-279976-01-1,bixafen,0.125,0,0,0,0,15.4,0,1
4,16,r_f16_2,10,μg/L,M-279976-01-1,bixafen,0.125,0,0,0,0,15.4,0,1
24,16,r_f16_2,10,μg/L,M-279976-01-1,bixafen,0.125,0,0,0,0,15.4,0,1
48,16,r_f16_2,10,μg/L,M-279976-01-1,bixafen,0.125,0,0,0,0,15.4,0,1
72,16,r_f16_2,10,μg/L,M-279976-01-1,bixafen,0.125,0,0,0,0,15.4,0,1
96,16,r_f16_2,10,μg/L,M-279976-01-1,bixafen,0.125,0,0,0,0,15.4,0,1
0,16,r_f16_3,10,μg/L,M-279976-01-1,bixafen,0.25,0,0,0,0,30.8,0,1
4,16,r_f16_3,10,μg/L,M-279976-01-1,bixafen,0.25,0,0,0,0,30.8,0,1
24,16,r_f16_3,10,μg/L,M-279976-01-1,bixafen,0.25,0,0,0,0,30.8,0,1
48,16,r_f16_3,10,μg/L,M-279976-01-1,bixafen,0.25,0,0,0,0,30.8,0,1
72,16,r_f16_3,10,μg/L,M-279976-01-1,bixafen,0.25,0,0,0,0,30.8,0,1
96,16,r_f16_3,10,μg/L,M-279976-01-1,bixafen,0.25,0,0,0,0,30.8,0,1
0,17,r_f17_2,10,μg/L,M-291039-01-1,fluopyram,3600,0,0,0,0,0,1490,1
4,17,r_f17_2,10,μg/L,M-291039-01-1,fluopyram,3600,0,0,0,0,0,1490,1
24,17,r_f17_2,10,μg/L,M-291039-01-1,fluopyram,3600,0,0,0,0,0,1490,1
48,17,r_f17_2,10,μg/L,M-291039-01-1,fluopyram,3600,0,0,0,0,0,1490,1
72,17,r_f17_2,10,μg/L,M-291039-01-1,fluopyram,3600,0,0,0,0,0,1490,1
96,17,r_f17_2,10,μg/L,M-291039-01-1,fluopyram,3600,0,0,0,0,0,1490,1
0,17,r_f17_5,10,μg/L,M-291039-01-1,fluopyram,50000,0,0,0,0,0,20800,1
4,17,r_f17_5,10,μg/L,M-291039-01-1,fluopyram,50000,0,0,0,0,0,20800,1
24,17,r_f17_5,10,μg/L,M-291039-01-1,fluopyram,50000,0,0,0,0,0,20800,1
48,17,r_f17_5,10,μg/L,M-291039-01-1,fluopyram,50000,0,0,0,0,0,20800,1
72,17,r_f17_5,10,μg/L,M-291039-01-1,fluopyram,50000,0,0,0,0,0,20800,1
96,17,r_f17_5,10,μg/L,M-291039-01-1,fluopyram,50000,0,0,0,0,0,20800,1
0,17,r_f17_4,10,μg/L,M-291039-01-1,fluopyram,21000,0,0,0,0,0,8720,1
4,17,r_f17_4,10,μg/L,M-291039-01-1,fluopyram,21000,0,0,0,0,0,8720,1
24,17,r_f17_4,10,μg/L,M-291039-01-1,fluopyram,21000,0,0,0,0,0,8720,1
48,17,r_f17_4,10,μg/L,M-291039-01-1,fluopyram,21000,0,0,0,0,0,8720,1
72,17,r_f17_4,10,μg/L,M-291039-01-1,fluopyram,21000,0,0,0,0,0,8720,1
96,17,r_f17_4,10,μg/L,M-291039-01-1,fluopyram,21000,0,0,0,0,0,8720,1
0,17,r_f17_1,10,μg/L,M-291039-01-1,fluopyram,0,0,0,0,0,0,0,1
4,17,r_f17_1,10,μg/L,M-291039-01-1,fluopyram,0,0,0,0,0,0,0,1
24,17,r_f17_1,10,μg/L,M-291039-01-1,fluopyram,0,0,0,0,0,0,0,1
48,17,r_f17_1,10,μg/L,M-291039-01-1,fluopyram,0,0,0,0,0,0,0,1
72,17,r_f17_1,10,μg/L,M-291039-01-1,fluopyram,0,0,0,0,0,0,0,1
96,17,r_f17_1,10,μg/L,M-291039-01-1,fluopyram,0,0,0,0,0,0,0,1
0,17,r_f17_6,10,μg/L,M-291039-01-1,fluopyram,120000,0,0,0,0,0,49800,1
4,17,r_f17_6,10,μg/L,M-291039-01-1,fluopyram,120000,0,0,0,0,0,49800,1
24,17,r_f17_6,10,μg/L,M-291039-01-1,fluopyram,120000,0,0,0,0,0,49800,1
48,17,r_f17_6,10,μg/L,M-291039-01-1,fluopyram,120000,0,0,0,0,0,49800,1
72,17,r_f17_6,10,μg/L,M-291039-01-1,fluopyram,120000,0,0,0,0,0,49800,1
96,17,r_f17_6,10,μg/L,M-291039-01-1,fluopyram,120000,0,0,0,0,0,49800,1
0,17,r_f17_3,10,μg/L,M-291039-01-1,fluopyram,8700,0,0,0,0,0,3610,1
4,17,r_f17_3,10,μg/L,M-291039-01-1,fluopyram,8700,0,0,0,0,0,3610,1
24,17,r_f17_3,10,μg/L,M-291039-01-1,fluopyram,8700,0,0,0,0,0,3610,1
48,17,r_f17_3,10,μg/L,M-291039-01-1,fluopyram,8700,0,0,0,0,0,3610,1
72,17,r_f17_3,10,μg/L,M-291039-01-1,fluopyram,8700,0,0,0,0,0,3610,1
96,17,r_f17_3,10,μg/L,M-291039-01-1,fluopyram,8700,0,0,0,0,0,3610,1
0,18,r_f18_1,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,0,0,0,0,0,0,0,1
24,18,r_f18_1,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,0,0,0,0,0,0,0,1
48,18,r_f18_1,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,0,0,0,0,0,0,0,1
72,18,r_f18_1,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,0,0,0,0,0,0,0,1
96,18,r_f18_1,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,0,0,0,0,0,0,0,1
0,18,r_f18_6,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,5000,0,500,500,0,378,0,1
24,18,r_f18_6,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,5000,0,500,500,0,378,0,1
48,18,r_f18_6,0,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,5000,0,500,500,0,378,0,0
72,18,r_f18_6,0,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,5000,0,500,500,0,378,0,0
96,18,r_f18_6,0,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,5000,0,500,500,0,378,0,0
0,18,r_f18_3,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,625,0,62.5,62.5,0,47,0,1
24,18,r_f18_3,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,625,0,62.5,62.5,0,47,0,1
48,18,r_f18_3,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,625,0,62.5,62.5,0,47,0,1
72,18,r_f18_3,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,625,0,62.5,62.5,0,47,0,1
96,18,r_f18_3,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,625,0,62.5,62.5,0,47,0,1
0,18,r_f18_4,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,1250,0,125,125,0,94,0,1
24,18,r_f18_4,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,1250,0,125,125,0,94,0,1
48,18,r_f18_4,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,1250,0,125,125,0,94,0,1
72,18,r_f18_4,9,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,1250,0,125,125,0,94,0,0.9
96,18,r_f18_4,9,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,1250,0,125,125,0,94,0,0.9
0,18,r_f18_2,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,313,0,31,31,0,24,0,1
24,18,r_f18_2,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,313,0,31,31,0,24,0,1
48,18,r_f18_2,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,313,0,31,31,0,24,0,1
72,18,r_f18_2,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,313,0,31,31,0,24,0,1
96,18,r_f18_2,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,313,0,31,31,0,24,0,1
0,18,r_f18_5,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,2500,0,250,250,0,189,0,1
24,18,r_f18_5,10,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,2500,0,250,250,0,189,0,1
48,18,r_f18_5,0,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,2500,0,250,250,0,189,0,0
72,18,r_f18_5,0,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,2500,0,250,250,0,189,0,0
96,18,r_f18_5,0,μg/L,M-293227-01-1,bixafen_prothioconazole_tebuconazole,2500,0,250,250,0,189,0,0
0,19,r_f19_3,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,5000,0,0,890,0,0,895,1
4,19,r_f19_3,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,5000,0,0,890,0,0,895,1
24,19,r_f19_3,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,5000,0,0,890,0,0,895,1
48,19,r_f19_3,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,5000,0,0,890,0,0,895,1
72,19,r_f19_3,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,5000,0,0,890,0,0,895,1
96,19,r_f19_3,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,5000,0,0,890,0,0,895,1
0,19,r_f19_2,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,2500,0,0,445,0,0,447,1
4,19,r_f19_2,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,2500,0,0,445,0,0,447,1
24,19,r_f19_2,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,2500,0,0,445,0,0,447,1
48,19,r_f19_2,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,2500,0,0,445,0,0,447,1
72,19,r_f19_2,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,2500,0,0,445,0,0,447,1
96,19,r_f19_2,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,2500,0,0,445,0,0,447,1
0,19,r_f19_6,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,40000,0,0,7120,0,0,7160,1
4,19,r_f19_6,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,40000,0,0,7120,0,0,7160,1
24,19,r_f19_6,0,μg/L,M-293228-01-1,fluopyram_tebuconazole,40000,0,0,7120,0,0,7160,0
48,19,r_f19_6,0,μg/L,M-293228-01-1,fluopyram_tebuconazole,40000,0,0,7120,0,0,7160,0
72,19,r_f19_6,0,μg/L,M-293228-01-1,fluopyram_tebuconazole,40000,0,0,7120,0,0,7160,0
96,19,r_f19_6,0,μg/L,M-293228-01-1,fluopyram_tebuconazole,40000,0,0,7120,0,0,7160,0
0,19,r_f19_1,10,μg/L,M-293228-01-1,fluopyram_tebuconazole,0,0,0,0,0,0,0,1
