time,file,replicate,Nsurv,unit_ai,M_number,Mixture_abcSorted,formulation,thiacloprid,imidacloprid,cyfluthrin,clothianidin,beta-cyfluthrin,thiodicarb,Psurv
0,1,r_f1_3,20,μg/L,M-000741-02-1,thiacloprid,5180,5030,0,0,0,0,0,1
4,1,r_f1_3,20,μg/L,M-000741-02-1,thiacloprid,5180,5030,0,0,0,0,0,1
24,1,r_f1_3,20,μg/L,M-000741-02-1,thiacloprid,5180,5030,0,0,0,0,0,1
48,1,r_f1_3,20,μg/L,M-000741-02-1,thiacloprid,5180,5030,0,0,0,0,0,1
72,1,r_f1_3,20,μg/L,M-000741-02-1,thiacloprid,5180,5030,0,0,0,0,0,1
96,1,r_f1_3,20,μg/L,M-000741-02-1,thiacloprid,5180,5030,0,0,0,0,0,1
0,1,r_f1_6,20,μg/L,M-000741-02-1,thiacloprid,24000,23300,0,0,0,0,0,1
4,1,r_f1_6,20,μg/L,M-000741-02-1,thiacloprid,24000,23300,0,0,0,0,0,1
24,1,r_f1_6,20,μg/L,M-000741-02-1,thiacloprid,24000,23300,0,0,0,0,0,1
48,1,r_f1_6,20,μg/L,M-000741-02-1,thiacloprid,24000,23300,0,0,0,0,0,1
72,1,r_f1_6,19,μg/L,M-000741-02-1,thiacloprid,24000,23300,0,0,0,0,0,0.95
96,1,r_f1_6,19,μg/L,M-000741-02-1,thiacloprid,24000,23300,0,0,0,0,0,0.95
0,1,r_f1_5,20,μg/L,M-000741-02-1,thiacloprid,14400,14000,0,0,0,0,0,1
4,1,r_f1_5,20,μg/L,M-000741-02-1,thiacloprid,14400,14000,0,0,0,0,0,1
24,1,r_f1_5,20,μg/L,M-000741-02-1,thiacloprid,14400,14000,0,0,0,0,0,1
48,1,r_f1_5,20,μg/L,M-000741-02-1,thiacloprid,14400,14000,0,0,0,0,0,1
72,1,r_f1_5,20,μg/L,M-000741-02-1,thiacloprid,14400,14000,0,0,0,0,0,1
96,1,r_f1_5,20,μg/L,M-000741-02-1,thiacloprid,14400,14000,0,0,0,0,0,1
0,1,r_f1_1,20,μg/L,M-000741-02-1,thiacloprid,0,0,0,0,0,0,0,1
4,1,r_f1_1,20,μg/L,M-000741-02-1,thiacloprid,0,0,0,0,0,0,0,1
24,1,r_f1_1,20,μg/L,M-000741-02-1,thiacloprid,0,0,0,0,0,0,0,1
48,1,r_f1_1,20,μg/L,M-000741-02-1,thiacloprid,0,0,0,0,0,0,0,1
72,1,r_f1_1,20,μg/L,M-000741-02-1,thiacloprid,0,0,0,0,0,0,0,1
96,1,r_f1_1,20,μg/L,M-000741-02-1,thiacloprid,0,0,0,0,0,0,0,1
0,1,r_f1_7,20,μg/L,M-000741-02-1,thiacloprid,40000,38900,0,0,0,0,0,1
4,1,r_f1_7,20,μg/L,M-000741-02-1,thiacloprid,40000,38900,0,0,0,0,0,1
24,1,r_f1_7,4,μg/L,M-000741-02-1,thiacloprid,40000,38900,0,0,0,0,0,0.2
48,1,r_f1_7,2,μg/L,M-000741-02-1,thiacloprid,40000,38900,0,0,0,0,0,0.1
72,1,r_f1_7,2,μg/L,M-000741-02-1,thiacloprid,40000,38900,0,0,0,0,0,0.1
96,1,r_f1_7,2,μg/L,M-000741-02-1,thiacloprid,40000,38900,0,0,0,0,0,0.1
0,1,r_f1_2,20,μg/L,M-000741-02-1,thiacloprid,0,0,0,0,0,0,0,1
4,1,r_f1_2,20,μg/L,M-000741-02-1,thiacloprid,0,0,0,0,0,0,0,1
24,1,r_f1_2,20,μg/L,M-000741-02-1,thiacloprid,0,0,0,0,0,0,0,1
48,1,r_f1_2,20,μg/L,M-000741-02-1,thiacloprid,0,0,0,0,0,0,0,1
72,1,r_f1_2,20,μg/L,M-000741-02-1,thiacloprid,0,0,0,0,0,0,0,1
96,1,r_f1_2,20,μg/L,M-000741-02-1,thiacloprid,0,0,0,0,0,0,0,1
0,1,r_f1_4,20,μg/L,M-000741-02-1,thiacloprid,8640,8400,0,0,0,0,0,1
4,1,r_f1_4,20,μg/L,M-000741-02-1,thiacloprid,8640,8400,0,0,0,0,0,1
24,1,r_f1_4,20,μg/L,M-000741-02-1,thiacloprid,8640,8400,0,0,0,0,0,1
48,1,r_f1_4,20,μg/L,M-000741-02-1,thiacloprid,8640,8400,0,0,0,0,0,1
72,1,r_f1_4,20,μg/L,M-000741-02-1,thiacloprid,8640,8400,0,0,0,0,0,1
96,1,r_f1_4,20,μg/L,M-000741-02-1,thiacloprid,8640,8400,0,0,0,0,0,1
0,3,r_f3_3,10,μg/L,M-006827-01-2,imidacloprid,93400,0,89000,0,0,0,0,1
3,3,r_f3_3,10,μg/L,M-006827-01-2,imidacloprid,93400,0,89000,0,0,0,0,1
24,3,r_f3_3,10,μg/L,M-006827-01-2,imidacloprid,93400,0,89000,0,0,0,0,1
48,3,r_f3_3,10,μg/L,M-006827-01-2,imidacloprid,93400,0,89000,0,0,0,0,1
72,3,r_f3_3,10,μg/L,M-006827-01-2,imidacloprid,93400,0,89000,0,0,0,0,1
96,3,r_f3_3,10,μg/L,M-006827-01-2,imidacloprid,93400,0,89000,0,0,0,0,1
0,3,r_f3_1,10,μg/L,M-006827-01-2,imidacloprid,0,0,0,0,0,0,0,1
3,3,r_f3_1,10,μg/L,M-006827-01-2,imidacloprid,0,0,0,0,0,0,0,1
24,3,r_f3_1,10,μg/L,M-006827-01-2,imidacloprid,0,0,0,0,0,0,0,1
48,3,r_f3_1,10,μg/L,M-006827-01-2,imidacloprid,0,0,0,0,0,0,0,1
72,3,r_f3_1,10,μg/L,M-006827-01-2,imidacloprid,0,0,0,0,0,0,0,1
96,3,r_f3_1,10,μg/L,M-006827-01-2,imidacloprid,0,0,0,0,0,0,0,1
0,3,r_f3_2,10,μg/L,M-006827-01-2,imidacloprid,52500,0,50000,0,0,0,0,1
3,3,r_f3_2,10,μg/L,M-006827-01-2,imidacloprid,52500,0,50000,0,0,0,0,1
24,3,r_f3_2,10,μg/L,M-006827-01-2,imidacloprid,52500,0,50000,0,0,0,0,1
48,3,r_f3_2,10,μg/L,M-006827-01-2,imidacloprid,52500,0,50000,0,0,0,0,1
72,3,r_f3_2,10,μg/L,M-006827-01-2,imidacloprid,52500,0,50000,0,0,0,0,1
96,3,r_f3_2,10,μg/L,M-006827-01-2,imidacloprid,52500,0,50000,0,0,0,0,1
0,3,r_f3_5,10,μg/L,M-006827-01-2,imidacloprid,294800,0,281000,0,0,0,0,1
3,3,r_f3_5,10,μg/L,M-006827-01-2,imidacloprid,294800,0,281000,0,0,0,0,1
24,3,r_f3_5,4,μg/L,M-006827-01-2,imidacloprid,294800,0,281000,0,0,0,0,0.4
48,3,r_f3_5,0,μg/L,M-006827-01-2,imidacloprid,294800,0,281000,0,0,0,0,0
72,3,r_f3_5,0,μg/L,M-006827-01-2,imidacloprid,294800,0,281000,0,0,0,0,0
96,3,r_f3_5,0,μg/L,M-006827-01-2,imidacloprid,294800,0,281000,0,0,0,0,0
0,3,r_f3_4,10,μg/L,M-006827-01-2,imidacloprid,165800,0,158000,0,0,0,0,1
3,3,r_f3_4,10,μg/L,M-006827-01-2,imidacloprid,165800,0,158000,0,0,0,0,1
24,3,r_f3_4,10,μg/L,M-006827-01-2,imidacloprid,165800,0,158000,0,0,0,0,1
48,3,r_f3_4,10,μg/L,M-006827-01-2,imidacloprid,165800,0,158000,0,0,0,0,1
72,3,r_f3_4,10,μg/L,M-006827-01-2,imidacloprid,165800,0,158000,0,0,0,0,1
96,3,r_f3_4,10,μg/L,M-006827-01-2,imidacloprid,165800,0,158000,0,0,0,0,1
0,3,r_f3_6,10,μg/L,M-006827-01-2,imidacloprid,524000,0,500000,0,0,0,0,1
3,3,r_f3_6,10,μg/L,M-006827-01-2,imidacloprid,524000,0,500000,0,0,0,0,1
24,3,r_f3_6,0,μg/L,M-006827-01-2,imidacloprid,524000,0,500000,0,0,0,0,0
48,3,r_f3_6,0,μg/L,M-006827-01-2,imidacloprid,524000,0,500000,0,0,0,0,0
72,3,r_f3_6,0,μg/L,M-006827-01-2,imidacloprid,524000,0,500000,0,0,0,0,0
96,3,r_f3_6,0,μg/L,M-006827-01-2,imidacloprid,524000,0,500000,0,0,0,0,0
0,4,r_f4_7,10,μg/L,M-007019-01-1,imidacloprid,87400,0,83000,0,0,0,0,1
24,4,r_f4_7,10,μg/L,M-007019-01-1,imidacloprid,87400,0,83000,0,0,0,0,1
48,4,r_f4_7,10,μg/L,M-007019-01-1,imidacloprid,87400,0,83000,0,0,0,0,1
72,4,r_f4_7,10,μg/L,M-007019-01-1,imidacloprid,87400,0,83000,0,0,0,0,1
96,4,r_f4_7,10,μg/L,M-007019-01-1,imidacloprid,87400,0,83000,0,0,0,0,1
0,4,r_f4_3,10,μg/L,M-007019-01-1,imidacloprid,15800,0,15000,0,0,0,0,1
24,4,r_f4_3,10,μg/L,M-007019-01-1,imidacloprid,15800,0,15000,0,0,0,0,1
48,4,r_f4_3,10,μg/L,M-007019-01-1,imidacloprid,15800,0,15000,0,0,0,0,1
72,4,r_f4_3,10,μg/L,M-007019-01-1,imidacloprid,15800,0,15000,0,0,0,0,1
96,4,r_f4_3,10,μg/L,M-007019-01-1,imidacloprid,15800,0,15000,0,0,0,0,1
0,4,r_f4_2,10,μg/L,M-007019-01-1,imidacloprid,0,0,0,0,0,0,0,1
24,4,r_f4_2,10,μg/L,M-007019-01-1,imidacloprid,0,0,0,0,0,0,0,1
48,4,r_f4_2,10,μg/L,M-007019-01-1,imidacloprid,0,0,0,0,0,0,0,1
72,4,r_f4_2,10,μg/L,M-007019-01-1,imidacloprid,0,0,0,0,0,0,0,1
96,4,r_f4_2,10,μg/L,M-007019-01-1,imidacloprid,0,0,0,0,0,0,0,1
0,4,r_f4_4,10,μg/L,M-007019-01-1,imidacloprid,28400,0,27000,0,0,0,0,1
24,4,r_f4_4,10,μg/L,M-007019-01-1,imidacloprid,28400,0,27000,0,0,0,0,1
48,4,r_f4_4,10,μg/L,M-007019-01-1,imidacloprid,28400,0,27000,0,0,0,0,1
72,4,r_f4_4,10,μg/L,M-007019-01-1,imidacloprid,28400,0,27000,0,0,0,0,1
96,4,r_f4_4,10,μg/L,M-007019-01-1,imidacloprid,28400,0,27000,0,0,0,0,1
0,4,r_f4_6,10,μg/L,M-007019-01-1,imidacloprid,67400,0,64000,0,0,0,0,1
24,4,r_f4_6,10,μg/L,M-007019-01-1,imidacloprid,67400,0,64000,0,0,0,0,1
48,4,r_f4_6,10,μg/L,M-007019-01-1,imidacloprid,67400,0,64000,0,0,0,0,1
72,4,r_f4_6,10,μg/L,M-007019-01-1,imidacloprid,67400,0,64000,0,0,0,0,1
96,4,r_f4_6,10,μg/L,M-007019-01-1,imidacloprid,67400,0,64000,0,0,0,0,1
0,4,r_f4_1,10,μg/L,M-007019-01-1,imidacloprid,0,0,0,0,0,0,0,1
24,4,r_f4_1,10,μg/L,M-007019-01-1,imidacloprid,0,0,0,0,0,0,0,1
48,4,r_f4_1,10,μg/L,M-007019-01-1,imidacloprid,0,0,0,0,0,0,0,1
72,4,r_f4_1,10,μg/L,M-007019-01-1,imidacloprid,0,0,0,0,0,0,0,1
96,4,r_f4_1,10,μg/L,M-007019-01-1,imidacloprid,0,0,0,0,0,0,0,1
0,4,r_f4_5,10,μg/L,M-007019-01-1,imidacloprid,44200,0,42000,0,0,0,0,1
24,4,r_f4_5,10,μg/L,M-007019-01-1,imidacloprid,44200,0,42000,0,0,0,0,1
48,4,r_f4_5,10,μg/L,M-007019-01-1,imidacloprid,44200,0,42000,0,0,0,0,1
72,4,r_f4_5,10,μg/L,M-007019-01-1,imidacloprid,44200,0,42000,0,0,0,0,1
96,4,r_f4_5,10,μg/L,M-007019-01-1,imidacloprid,44200,0,42000,0,0,0,0,1
0,5,r_f5_1,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,0,0,0,0,0,0,0,1
4,5,r_f5_1,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,0,0,0,0,0,0,0,1
24,5,r_f5_1,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,0,0,0,0,0,0,0,1
48,5,r_f5_1,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,0,0,0,0,0,0,0,1
72,5,r_f5_1,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,0,0,0,0,0,0,0,1
96,5,r_f5_1,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,0,0,0,0,0,0,0,1
0,5,r_f5_6,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,9,0,1.818,0.612,0,0,0,1
4,5,r_f5_6,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,9,0,1.818,0.612,0,0,0,1
24,5,r_f5_6,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,9,0,1.818,0.612,0,0,0,1
48,5,r_f5_6,9,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,9,0,1.818,0.612,0,0,0,0.9
72,5,r_f5_6,8,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,9,0,1.818,0.612,0,0,0,0.8
96,5,r_f5_6,7,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,9,0,1.818,0.612,0,0,0,0.7
0,5,r_f5_7,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,18,0,3.636,1.224,0,0,0,1
4,5,r_f5_7,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,18,0,3.636,1.224,0,0,0,1
24,5,r_f5_7,9,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,18,0,3.636,1.224,0,0,0,0.9
48,5,r_f5_7,0,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,18,0,3.636,1.224,0,0,0,0
72,5,r_f5_7,0,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,18,0,3.636,1.224,0,0,0,0
96,5,r_f5_7,0,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,18,0,3.636,1.224,0,0,0,0
0,5,r_f5_4,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,2.25,0,0.455,0.153,0,0,0,1
4,5,r_f5_4,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,2.25,0,0.455,0.153,0,0,0,1
24,5,r_f5_4,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,2.25,0,0.455,0.153,0,0,0,1
48,5,r_f5_4,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,2.25,0,0.455,0.153,0,0,0,1
72,5,r_f5_4,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,2.25,0,0.455,0.153,0,0,0,1
96,5,r_f5_4,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,2.25,0,0.455,0.153,0,0,0,1
0,5,r_f5_5,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,4.5,0,0.909,0.306,0,0,0,1
4,5,r_f5_5,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,4.5,0,0.909,0.306,0,0,0,1
24,5,r_f5_5,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,4.5,0,0.909,0.306,0,0,0,1
48,5,r_f5_5,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,4.5,0,0.909,0.306,0,0,0,1
72,5,r_f5_5,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,4.5,0,0.909,0.306,0,0,0,1
96,5,r_f5_5,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,4.5,0,0.909,0.306,0,0,0,1
0,5,r_f5_3,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,1.125,0,0.227,0.0765,0,0,0,1
4,5,r_f5_3,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,1.125,0,0.227,0.0765,0,0,0,1
24,5,r_f5_3,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,1.125,0,0.227,0.0765,0,0,0,1
48,5,r_f5_3,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,1.125,0,0.227,0.0765,0,0,0,1
72,5,r_f5_3,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,1.125,0,0.227,0.0765,0,0,0,1
96,5,r_f5_3,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,1.125,0,0.227,0.0765,0,0,0,1
0,5,r_f5_2,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,0.563,0,0.114,0.0383,0,0,0,1
4,5,r_f5_2,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,0.563,0,0.114,0.0383,0,0,0,1
24,5,r_f5_2,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,0.563,0,0.114,0.0383,0,0,0,1
48,5,r_f5_2,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,0.563,0,0.114,0.0383,0,0,0,1
72,5,r_f5_2,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,0.563,0,0.114,0.0383,0,0,0,1
96,5,r_f5_2,10,μg/L,M-008685-01-1,cyfluthrin_imidacloprid,0.563,0,0.114,0.0383,0,0,0,1
0,6,r_f6_5,10,μg/L,M-022661-01-1,cyfluthrin,5.4,0,0,4.7,0,0,0,1
24,6,r_f6_5,5,μg/L,M-022661-01-1,cyfluthrin,5.4,0,0,4.7,0,0,0,0.5
48,6,r_f6_5,5,μg/L,M-022661-01-1,cyfluthrin,5.4,0,0,4.7,0,0,0,0.5
72,6,r_f6_5,2,μg/L,M-022661-01-1,cyfluthrin,5.4,0,0,4.7,0,0,0,0.2
96,6,r_f6_5,2,μg/L,M-022661-01-1,cyfluthrin,5.4,0,0,4.7,0,0,0,0.2
0,6,r_f6_3,10,μg/L,M-022661-01-1,cyfluthrin,2.53,0,0,2.2,0,0,0,1
24,6,r_f6_3,10,μg/L,M-022661-01-1,cyfluthrin,2.53,0,0,2.2,0,0,0,1
48,6,r_f6_3,10,μg/L,M-022661-01-1,cyfluthrin,2.53,0,0,2.2,0,0,0,1
72,6,r_f6_3,10,μg/L,M-022661-01-1,cyfluthrin,2.53,0,0,2.2,0,0,0,1
96,6,r_f6_3,10,μg/L,M-022661-01-1,cyfluthrin,2.53,0,0,2.2,0,0,0,1
0,6,r_f6_4,10,μg/L,M-022661-01-1,cyfluthrin,3.68,0,0,3.2,0,0,0,1
24,6,r_f6_4,10,μg/L,M-022661-01-1,cyfluthrin,3.68,0,0,3.2,0,0,0,1
48,6,r_f6_4,10,μg/L,M-022661-01-1,cyfluthrin,3.68,0,0,3.2,0,0,0,1
72,6,r_f6_4,1,μg/L,M-022661-01-1,cyfluthrin,3.68,0,0,3.2,0,0,0,0.1
96,6,r_f6_4,1,μg/L,M-022661-01-1,cyfluthrin,3.68,0,0,3.2,0,0,0,0.1
0,6,r_f6_6,10,μg/L,M-022661-01-1,cyfluthrin,7.93,0,0,6.9,0,0,0,1
24,6,r_f6_6,0,μg/L,M-022661-01-1,cyfluthrin,7.93,0,0,6.9,0,0,0,0
48,6,r_f6_6,0,μg/L,M-022661-01-1,cyfluthrin,7.93,0,0,6.9,0,0,0,0
72,6,r_f6_6,0,μg/L,M-022661-01-1,cyfluthrin,7.93,0,0,6.9,0,0,0,0
96,6,r_f6_6,0,μg/L,M-022661-01-1,cyfluthrin,7.93,0,0,6.9,0,0,0,0
0,6,r_f6_2,20,μg/L,M-022661-01-1,cyfluthrin,0,0,0,0,0,0,0,1
24,6,r_f6_2,20,μg/L,M-022661-01-1,cyfluthrin,0,0,0,0,0,0,0,1
48,6,r_f6_2,20,μg/L,M-022661-01-1,cyfluthrin,0,0,0,0,0,0,0,1
72,6,r_f6_2,20,μg/L,M-022661-01-1,cyfluthrin,0,0,0,0,0,0,0,1
96,6,r_f6_2,20,μg/L,M-022661-01-1,cyfluthrin,0,0,0,0,0,0,0,1
0,6,r_f6_1,20,μg/L,M-022661-01-1,cyfluthrin,0,0,0,0,0,0,0,1
24,6,r_f6_1,20,μg/L,M-022661-01-1,cyfluthrin,0,0,0,0,0,0,0,1
48,6,r_f6_1,20,μg/L,M-022661-01-1,cyfluthrin,0,0,0,0,0,0,0,1
72,6,r_f6_1,20,μg/L,M-022661-01-1,cyfluthrin,0,0,0,0,0,0,0,1
96,6,r_f6_1,20,μg/L,M-022661-01-1,cyfluthrin,0,0,0,0,0,0,0,1
0,7,r_f7_7,10,μg/L,M-022821-01-1,cyfluthrin,1.15,0,0,1,0,0,0,1
24,7,r_f7_7,8,μg/L,M-022821-01-1,cyfluthrin,1.15,0,0,1,0,0,0,0.8
48,7,r_f7_7,0,μg/L,M-022821-01-1,cyfluthrin,1.15,0,0,1,0,0,0,0
72,7,r_f7_7,0,μg/L,M-022821-01-1,cyfluthrin,1.15,0,0,1,0,0,0,0
96,7,r_f7_7,0,μg/L,M-022821-01-1,cyfluthrin,1.15,0,0,1,0,0,0,0
0,7,r_f7_5,10,μg/L,M-022821-01-1,cyfluthrin,0.57,0,0,0.5,0,0,0,1
24,7,r_f7_5,10,μg/L,M-022821-01-1,cyfluthrin,0.57,0,0,0.5,0,0,0,1
48,7,r_f7_5,10,μg/L,M-022821-01-1,cyfluthrin,0.57,0,0,0.5,0,0,0,1
72,7,r_f7_5,9,μg/L,M-022821-01-1,cyfluthrin,0.57,0,0,0.5,0,0,0,0.9
96,7,r_f7_5,9,μg/L,M-022821-01-1,cyfluthrin,0.57,0,0,0.5,0,0,0,0.9
0,7,r_f7_6,10,μg/L,M-022821-01-1,cyfluthrin,0.81,0,0,0.71,0,0,0,1
24,7,r_f7_6,10,μg/L,M-022821-01-1,cyfluthrin,0.81,0,0,0.71,0,0,0,1
48,7,r_f7_6,10,μg/L,M-022821-01-1,cyfluthrin,0.81,0,0,0.71,0,0,0,1
72,7,r_f7_6,5,μg/L,M-022821-01-1,cyfluthrin,0.81,0,0,0.71,0,0,0,0.5
96,7,r_f7_6,5,μg/L,M-022821-01-1,cyfluthrin,0.81,0,0,0.71,0,0,0,0.5
0,7,r_f7_3,10,μg/L,M-022821-01-1,cyfluthrin,0.29,0,0,0.25,0,0,0,1
24,7,r_f7_3,10,μg/L,M-022821-01-1,cyfluthrin,0.29,0,0,0.25,0,0,0,1
48,7,r_f7_3,10,μg/L,M-022821-01-1,cyfluthrin,0.29,0,0,0.25,0,0,0,1
72,7,r_f7_3,10,μg/L,M-022821-01-1,cyfluthrin,0.29,0,0,0.25,0,0,0,1
96,7,r_f7_3,10,μg/L,M-022821-01-1,cyfluthrin,0.29,0,0,0.25,0,0,0,1
0,7,r_f7_2,10,μg/L,M-022821-01-1,cyfluthrin,0,0,0,0,0,0,0,1
24,7,r_f7_2,10,μg/L,M-022821-01-1,cyfluthrin,0,0,0,0,0,0,0,1
48,7,r_f7_2,10,μg/L,M-022821-01-1,cyfluthrin,0,0,0,0,0,0,0,1
72,7,r_f7_2,10,μg/L,M-022821-01-1,cyfluthrin,0,0,0,0,0,0,0,1
96,7,r_f7_2,10,μg/L,M-022821-01-1,cyfluthrin,0,0,0,0,0,0,0,1
0,7,r_f7_4,10,μg/L,M-022821-01-1,cyfluthrin,0.4,0,0,0.35,0,0,0,1
24,7,r_f7_4,10,μg/L,M-022821-01-1,cyfluthrin,0.4,0,0,0.35,0,0,0,1
48,7,r_f7_4,10,μg/L,M-022821-01-1,cyfluthrin,0.4,0,0,0.35,0,0,0,1
72,7,r_f7_4,8,μg/L,M-022821-01-1,cyfluthrin,0.4,0,0,0.35,0,0,0,0.8
96,7,r_f7_4,7,μg/L,M-022821-01-1,cyfluthrin,0.4,0,0,0.35,0,0,0,0.7
0,7,r_f7_1,10,μg/L,M-022821-01-1,cyfluthrin,0,0,0,0,0,0,0,1
24,7,r_f7_1,10,μg/L,M-022821-01-1,cyfluthrin,0,0,0,0,0,0,0,1
48,7,r_f7_1,10,μg/L,M-022821-01-1,cyfluthrin,0,0,0,0,0,0,0,1
72,7,r_f7_1,10,μg/L,M-022821-01-1,cyfluthrin,0,0,0,0,0,0,0,1
96,7,r_f7_1,10,μg/L,M-022821-01-1,cyfluthrin,0,0,0,0,0,0,0,1
0,8,r_f8_1,30,μg/L,M-024883-01-1,imidacloprid,0,0,0,0,0,0,0,1
4,8,r_f8_1,30,μg/L,M-024883-01-1,imidacloprid,0,0,0,0,0,0,0,1
24,8,r_f8_1,30,μg/L,M-024883-01-1,imidacloprid,0,0,0,0,0,0,0,1
48,8,r_f8_1,30,μg/L,M-024883-01-1,imidacloprid,0,0,0,0,0,0,0,1
72,8,r_f8_1,30,μg/L,M-024883-01-1,imidacloprid,0,0,0,0,0,0,0,1
96,8,r_f8_1,30,μg/L,M-024883-01-1,imidacloprid,0,0,0,0,0,0,0,1
0,8,r_f8_2,30,μg/L,M-024883-01-1,imidacloprid,523000,0,100000,0,0,0,0,1
4,8,r_f8_2,30,μg/L,M-024883-01-1,imidacloprid,523000,0,100000,0,0,0,0,1
24,8,r_f8_2,30,μg/L,M-024883-01-1,imidacloprid,523000,0,100000,0,0,0,0,1
48,8,r_f8_2,30,μg/L,M-024883-01-1,imidacloprid,523000,0,100000,0,0,0,0,1
72,8,r_f8_2,30,μg/L,M-024883-01-1,imidacloprid,523000,0,100000,0,0,0,0,1
96,8,r_f8_2,30,μg/L,M-024883-01-1,imidacloprid,523000,0,100000,0,0,0,0,1
0,9,r_f9_3,10,μg/L,M-025351-01-1,imidacloprid,127100,0,89000,0,0,0,0,1
4,9,r_f9_3,10,μg/L,M-025351-01-1,imidacloprid,127100,0,89000,0,0,0,0,1
24,9,r_f9_3,10,μg/L,M-025351-01-1,imidacloprid,127100,0,89000,0,0,0,0,1
48,9,r_f9_3,10,μg/L,M-025351-01-1,imidacloprid,127100,0,89000,0,0,0,0,1
72,9,r_f9_3,10,μg/L,M-025351-01-1,imidacloprid,127100,0,89000,0,0,0,0,1
96,9,r_f9_3,10,μg/L,M-025351-01-1,imidacloprid,127100,0,89000,0,0,0,0,1
0,9,r_f9_1,10,μg/L,M-025351-01-1,imidacloprid,0,0,0,0,0,0,0,1
4,9,r_f9_1,10,μg/L,M-025351-01-1,imidacloprid,0,0,0,0,0,0,0,1
24,9,r_f9_1,10,μg/L,M-025351-01-1,imidacloprid,0,0,0,0,0,0,0,1
48,9,r_f9_1,10,μg/L,M-025351-01-1,imidacloprid,0,0,0,0,0,0,0,1
72,9,r_f9_1,10,μg/L,M-025351-01-1,imidacloprid,0,0,0,0,0,0,0,1
96,9,r_f9_1,10,μg/L,M-025351-01-1,imidacloprid,0,0,0,0,0,0,0,1
0,9,r_f9_2,10,μg/L,M-025351-01-1,imidacloprid,71400,0,48500,0,0,0,0,1
4,9,r_f9_2,10,μg/L,M-025351-01-1,imidacloprid,71400,0,48500,0,0,0,0,1
24,9,r_f9_2,10,μg/L,M-025351-01-1,imidacloprid,71400,0,48500,0,0,0,0,1
48,9,r_f9_2,10,μg/L,M-025351-01-1,imidacloprid,71400,0,48500,0,0,0,0,1
72,9,r_f9_2,10,μg/L,M-025351-01-1,imidacloprid,71400,0,48500,0,0,0,0,1
96,9,r_f9_2,10,μg/L,M-025351-01-1,imidacloprid,71400,0,48500,0,0,0,0,1
0,9,r_f9_4,10,μg/L,M-025351-01-1,imidacloprid,225900,0,158000,0,0,0,0,1
4,9,r_f9_4,10,μg/L,M-025351-01-1,imidacloprid,225900,0,158000,0,0,0,0,1
24,9,r_f9_4,10,μg/L,M-025351-01-1,imidacloprid,225900,0,158000,0,0,0,0,1
48,9,r_f9_4,10,μg/L,M-025351-01-1,imidacloprid,225900,0,158000,0,0,0,0,1
72,9,r_f9_4,10,μg/L,M-025351-01-1,imidacloprid,225900,0,158000,0,0,0,0,1
96,9,r_f9_4,10,μg/L,M-025351-01-1,imidacloprid,225900,0,158000,0,0,0,0,1
0,9,r_f9_6,10,μg/L,M-025351-01-1,imidacloprid,714300,0,485000,0,0,0,0,1
