time,file,replicate,Nsurv,unit_ai,M_number,Mixture_abcSorted,formulation,thiacloprid,imidacloprid,cyfluthrin,clothianidin,beta-cyfluthrin,thiodicarb,Psurv
3,17,r_f17_6,10,μg/L,M-177204-01-1,thiodicarb,20000,0,0,0,0,0,7500,1
6,17,r_f17_6,9,μg/L,M-177204-01-1,thiodicarb,20000,0,0,0,0,0,7500,0.9
24,17,r_f17_6,1,μg/L,M-177204-01-1,thiodicarb,20000,0,0,0,0,0,7500,0.1
48,17,r_f17_6,1,μg/L,M-177204-01-1,thiodicarb,20000,0,0,0,0,0,7500,0.1
72,17,r_f17_6,1,μg/L,M-177204-01-1,thiodicarb,20000,0,0,0,0,0,7500,0.1
96,17,r_f17_6,1,μg/L,M-177204-01-1,thiodicarb,20000,0,0,0,0,0,7500,0.1
0,17,r_f17_3,10,μg/L,M-177204-01-1,thiodicarb,2500,0,0,0,0,0,930,1
3,17,r_f17_3,10,μg/L,M-177204-01-1,thiodicarb,2500,0,0,0,0,0,930,1
6,17,r_f17_3,10,μg/L,M-177204-01-1,thiodicarb,2500,0,0,0,0,0,930,1
24,17,r_f17_3,10,μg/L,M-177204-01-1,thiodicarb,2500,0,0,0,0,0,930,1
48,17,r_f17_3,10,μg/L,M-177204-01-1,thiodicarb,2500,0,0,0,0,0,930,1
72,17,r_f17_3,10,μg/L,M-177204-01-1,thiodicarb,2500,0,0,0,0,0,930,1
96,17,r_f17_3,10,μg/L,M-177204-01-1,thiodicarb,2500,0,0,0,0,0,930,1
0,18,r_f18_1,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,0,0,0,0,0,0,0,1
2,18,r_f18_1,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,0,0,0,0,0,0,0,1
24,18,r_f18_1,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,0,0,0,0,0,0,0,1
48,18,r_f18_1,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,0,0,0,0,0,0,0,1
72,18,r_f18_1,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,0,0,0,0,0,0,0,1
96,18,r_f18_1,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,0,0,0,0,0,0,0,1
0,18,r_f18_6,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,100000,0,6460,0,5120,0,28300,1
2,18,r_f18_6,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,100000,0,6460,0,5120,0,28300,1
24,18,r_f18_6,0,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,100000,0,6460,0,5120,0,28300,0
48,18,r_f18_6,0,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,100000,0,6460,0,5120,0,28300,0
72,18,r_f18_6,0,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,100000,0,6460,0,5120,0,28300,0
96,18,r_f18_6,0,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,100000,0,6460,0,5120,0,28300,0
0,18,r_f18_3,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,9400,0,607,0,481,0,2660,1
2,18,r_f18_3,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,9400,0,607,0,481,0,2660,1
24,18,r_f18_3,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,9400,0,607,0,481,0,2660,1
48,18,r_f18_3,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,9400,0,607,0,481,0,2660,1
72,18,r_f18_3,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,9400,0,607,0,481,0,2660,1
96,18,r_f18_3,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,9400,0,607,0,481,0,2660,1
0,18,r_f18_4,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,20700,0,1337,0,1059,0,5858,1
2,18,r_f18_4,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,20700,0,1337,0,1059,0,5858,1
24,18,r_f18_4,5,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,20700,0,1337,0,1059,0,5858,0.7142857142857143
48,18,r_f18_4,5,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,20700,0,1337,0,1059,0,5858,0.7142857142857143
72,18,r_f18_4,5,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,20700,0,1337,0,1059,0,5858,0.7142857142857143
96,18,r_f18_4,5,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,20700,0,1337,0,1059,0,5858,0.7142857142857143
0,18,r_f18_2,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,4300,0,278,0,220,0,1217,1
2,18,r_f18_2,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,4300,0,278,0,220,0,1217,1
24,18,r_f18_2,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,4300,0,278,0,220,0,1217,1
48,18,r_f18_2,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,4300,0,278,0,220,0,1217,1
72,18,r_f18_2,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,4300,0,278,0,220,0,1217,1
96,18,r_f18_2,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,4300,0,278,0,220,0,1217,1
0,18,r_f18_5,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,45500,0,2939,0,2329,0,12876,1
2,18,r_f18_5,7,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,45500,0,2939,0,2329,0,12876,1
24,18,r_f18_5,1,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,45500,0,2939,0,2329,0,12876,0.14285714285714285
48,18,r_f18_5,0,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,45500,0,2939,0,2329,0,12876,0
72,18,r_f18_5,0,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,45500,0,2939,0,2329,0,12876,0
96,18,r_f18_5,0,μg/L,M-398609-01-1,clothianidin_imidacloprid_thiodicarb,45500,0,2939,0,2329,0,12876,0
0,19,r_f19_3,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,3.75,0,0,0,0.358,0.289,0,1
4,19,r_f19_3,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,3.75,0,0,0,0.358,0.289,0,1
24,19,r_f19_3,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,3.75,0,0,0,0.358,0.289,0,1
48,19,r_f19_3,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,3.75,0,0,0,0.358,0.289,0,1
72,19,r_f19_3,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,3.75,0,0,0,0.358,0.289,0,1
96,19,r_f19_3,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,3.75,0,0,0,0.358,0.289,0,1
0,19,r_f19_2,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,1.88,0,0,0,0.179,0.145,0,1
4,19,r_f19_2,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,1.88,0,0,0,0.179,0.145,0,1
24,19,r_f19_2,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,1.88,0,0,0,0.179,0.145,0,1
48,19,r_f19_2,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,1.88,0,0,0,0.179,0.145,0,1
72,19,r_f19_2,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,1.88,0,0,0,0.179,0.145,0,1
96,19,r_f19_2,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,1.88,0,0,0,0.179,0.145,0,1
0,19,r_f19_6,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,30,0,0,0,2.86,2.31,0,1
4,19,r_f19_6,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,30,0,0,0,2.86,2.31,0,1
24,19,r_f19_6,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,30,0,0,0,2.86,2.31,0,1
48,19,r_f19_6,3,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,30,0,0,0,2.86,2.31,0,0.3
72,19,r_f19_6,0,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,30,0,0,0,2.86,2.31,0,0
96,19,r_f19_6,0,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,30,0,0,0,2.86,2.31,0,0
0,19,r_f19_1,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,0,0,0,0,0,0,0,1
4,19,r_f19_1,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,0,0,0,0,0,0,0,1
24,19,r_f19_1,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,0,0,0,0,0,0,0,1
48,19,r_f19_1,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,0,0,0,0,0,0,0,1
72,19,r_f19_1,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,0,0,0,0,0,0,0,1
96,19,r_f19_1,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,0,0,0,0,0,0,0,1
0,19,r_f19_4,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,7.5,0,0,0,0.72,0.577,0,1
4,19,r_f19_4,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,7.5,0,0,0,0.72,0.577,0,1
24,19,r_f19_4,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,7.5,0,0,0,0.72,0.577,0,1
48,19,r_f19_4,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,7.5,0,0,0,0.72,0.577,0,1
72,19,r_f19_4,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,7.5,0,0,0,0.72,0.577,0,1
96,19,r_f19_4,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,7.5,0,0,0,0.72,0.577,0,1
0,19,r_f19_5,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,15,0,0,0,1.43,1.155,0,1
4,19,r_f19_5,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,15,0,0,0,1.43,1.155,0,1
24,19,r_f19_5,10,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,15,0,0,0,1.43,1.155,0,1
48,19,r_f19_5,9,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,15,0,0,0,1.43,1.155,0,0.9
72,19,r_f19_5,4,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,15,0,0,0,1.43,1.155,0,0.4
96,19,r_f19_5,3,μg/L,M-476394-01-1,beta-cyfluthrin_clothianidin,15,0,0,0,1.43,1.155,0,0.3
0,20,r_f20_1,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,0,0,0,0,0,0,0,1
4,20,r_f20_1,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,0,0,0,0,0,0,0,1
24,20,r_f20_1,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,0,0,0,0,0,0,0,1
48,20,r_f20_1,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,0,0,0,0,0,0,0,1
72,20,r_f20_1,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,0,0,0,0,0,0,0,1
96,20,r_f20_1,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,0,0,0,0,0,0,0,1
0,20,r_f20_3,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,1530,0,193,0,0,0,575,1
4,20,r_f20_3,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,1530,0,193,0,0,0,575,1
24,20,r_f20_3,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,1530,0,193,0,0,0,575,1
48,20,r_f20_3,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,1530,0,193,0,0,0,575,1
72,20,r_f20_3,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,1530,0,193,0,0,0,575,1
96,20,r_f20_3,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,1530,0,193,0,0,0,575,1
0,20,r_f20_5,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,15600,0,1970,0,0,0,5870,1
4,20,r_f20_5,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,15600,0,1970,0,0,0,5870,1
24,20,r_f20_5,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,15600,0,1970,0,0,0,5870,1
48,20,r_f20_5,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,15600,0,1970,0,0,0,5870,1
72,20,r_f20_5,8,μg/L,M-483380-01-1,imidacloprid_thiodicarb,15600,0,1970,0,0,0,5870,0.8
96,20,r_f20_5,0,μg/L,M-483380-01-1,imidacloprid_thiodicarb,15600,0,1970,0,0,0,5870,0
0,20,r_f20_2,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,477,0,60.1,0,0,0,179,1
4,20,r_f20_2,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,477,0,60.1,0,0,0,179,1
24,20,r_f20_2,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,477,0,60.1,0,0,0,179,1
48,20,r_f20_2,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,477,0,60.1,0,0,0,179,1
72,20,r_f20_2,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,477,0,60.1,0,0,0,179,1
96,20,r_f20_2,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,477,0,60.1,0,0,0,179,1
0,20,r_f20_6,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,50000,0,6300,0,0,0,18800,1
4,20,r_f20_6,6,μg/L,M-483380-01-1,imidacloprid_thiodicarb,50000,0,6300,0,0,0,18800,0.6
24,20,r_f20_6,3,μg/L,M-483380-01-1,imidacloprid_thiodicarb,50000,0,6300,0,0,0,18800,0.3
48,20,r_f20_6,2,μg/L,M-483380-01-1,imidacloprid_thiodicarb,50000,0,6300,0,0,0,18800,0.2
72,20,r_f20_6,1,μg/L,M-483380-01-1,imidacloprid_thiodicarb,50000,0,6300,0,0,0,18800,0.1
96,20,r_f20_6,1,μg/L,M-483380-01-1,imidacloprid_thiodicarb,50000,0,6300,0,0,0,18800,0.1
0,20,r_f20_4,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,4880,0,615,0,0,0,1830,1
4,20,r_f20_4,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,4880,0,615,0,0,0,1830,1
24,20,r_f20_4,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,4880,0,615,0,0,0,1830,1
48,20,r_f20_4,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,4880,0,615,0,0,0,1830,1
72,20,r_f20_4,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,4880,0,615,0,0,0,1830,1
96,20,r_f20_4,10,μg/L,M-483380-01-1,imidacloprid_thiodicarb,4880,0,615,0,0,0,1830,1
0,21,r_f21_6,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,40000,0,4880,0,0,0,14840,1
4,21,r_f21_6,8,μg/L,M-527889-01-1,imidacloprid_thiodicarb,40000,0,4880,0,0,0,14840,0.8
24,21,r_f21_6,4,μg/L,M-527889-01-1,imidacloprid_thiodicarb,40000,0,4880,0,0,0,14840,0.4
48,21,r_f21_6,0,μg/L,M-527889-01-1,imidacloprid_thiodicarb,40000,0,4880,0,0,0,14840,0
72,21,r_f21_6,0,μg/L,M-527889-01-1,imidacloprid_thiodicarb,40000,0,4880,0,0,0,14840,0
96,21,r_f21_6,0,μg/L,M-527889-01-1,imidacloprid_thiodicarb,40000,0,4880,0,0,0,14840,0
0,21,r_f21_4,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,8260,0,1010,0,0,0,3064,1
4,21,r_f21_4,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,8260,0,1010,0,0,0,3064,1
24,21,r_f21_4,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,8260,0,1010,0,0,0,3064,1
48,21,r_f21_4,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,8260,0,1010,0,0,0,3064,1
72,21,r_f21_4,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,8260,0,1010,0,0,0,3064,1
96,21,r_f21_4,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,8260,0,1010,0,0,0,3064,1
0,21,r_f21_2,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,1710,0,209,0,0,0,634,1
4,21,r_f21_2,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,1710,0,209,0,0,0,634,1
24,21,r_f21_2,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,1710,0,209,0,0,0,634,1
48,21,r_f21_2,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,1710,0,209,0,0,0,634,1
72,21,r_f21_2,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,1710,0,209,0,0,0,634,1
96,21,r_f21_2,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,1710,0,209,0,0,0,634,1
0,21,r_f21_5,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,18200,0,2220,0,0,0,6750,1
4,21,r_f21_5,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,18200,0,2220,0,0,0,6750,1
24,21,r_f21_5,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,18200,0,2220,0,0,0,6750,1
48,21,r_f21_5,9,μg/L,M-527889-01-1,imidacloprid_thiodicarb,18200,0,2220,0,0,0,6750,0.9
72,21,r_f21_5,9,μg/L,M-527889-01-1,imidacloprid_thiodicarb,18200,0,2220,0,0,0,6750,0.9
96,21,r_f21_5,9,μg/L,M-527889-01-1,imidacloprid_thiodicarb,18200,0,2220,0,0,0,6750,0.9
0,21,r_f21_3,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,3760,0,459,0,0,0,1395,1
4,21,r_f21_3,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,3760,0,459,0,0,0,1395,1
24,21,r_f21_3,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,3760,0,459,0,0,0,1395,1
48,21,r_f21_3,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,3760,0,459,0,0,0,1395,1
72,21,r_f21_3,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,3760,0,459,0,0,0,1395,1
96,21,r_f21_3,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,3760,0,459,0,0,0,1395,1
0,21,r_f21_1,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,0,0,0,0,0,0,0,1
4,21,r_f21_1,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,0,0,0,0,0,0,0,1
24,21,r_f21_1,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,0,0,0,0,0,0,0,1
48,21,r_f21_1,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,0,0,0,0,0,0,0,1
72,21,r_f21_1,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,0,0,0,0,0,0,0,1
96,21,r_f21_1,10,μg/L,M-527889-01-1,imidacloprid_thiodicarb,0,0,0,0,0,0,0,1
